query_position,validation_index,shuffled_source_index,wrong_molecule_source_index,wrong_molecule_distance
2625,25830,22369,20000,15.169111
2626,39469,30848,28860,7.387734
2627,36065,48205,16920,18.170498
2628,21054,31006,913,18.498083
2629,36895,41355,6890,17.3718
2630,6777,44485,38040,25.074411
2631,11088,45331,8731,14.260541
2632,2799,10890,30183,18.268639
2633,14928,19411,44484,15.297661
2634,461,37151,4081,29.351345
2635,48404,7056,18386,3.048357
2636,11116,37594,7502,12.809903
2637,7080,25458,8512,23.111742
2638,31207,44286,49092,22.020878
2639,43987,42975,24951,25.08958
2640,33039,25463,22931,20.97911
2641,29409,39835,26950,19.79355
2642,16893,5437,47316,14.849497
2643,13056,22617,4579,17.947304
2644,46018,43707,32109,10.469811
2645,4010,8850,2271,18.536
2646,23248,9766,12951,16.319057
2647,23752,7003,4578,27.913519
2648,22263,21534,18038,12.844767
2649,25744,21422,15282,22.057417
2650,13847,40170,25497,10.912314
2651,14954,19417,7818,18.172598
2652,20351,44714,26295,22.13285
2653,18649,20676,16603,22.576357
2654,29802,11229,19732,11.294962
2655,49647,36785,10943,19.22376
2656,25902,2933,34400,14.993451
2657,36153,5072,17426,20.372213
2658,45471,34160,11499,14.24303
2659,47098,24365,31559,14.067161
2660,48203,30629,23185,16.423466
2661,42256,2761,30178,18.9117
2662,34472,38508,39380,13.91614
2663,31741,32835,35739,12.376864
2664,16848,34918,23548,10.830836
2665,44947,1931,3918,17.894445
2666,26729,41884,43232,16.036922
2667,48339,19779,35510,11.242196
2668,37742,43073,7564,13.179787
2669,41930,43816,27492,21.036957
2670,27487,34162,19347,6.3986235
2671,26496,11720,6042,11.168919
2672,30848,22248,23131,22.995268
2673,15290,8955,31180,36.17144
2674,25320,7206,27473,20.793095
2675,13770,1291,25079,15.099733
2676,10552,42568,49812,16.71889
2677,47204,10103,33694,27.394396
2678,23163,15475,17966,19.833818
2679,2973,43574,20159,15.482372
2680,28688,27445,30675,13.807254
2681,47409,13533,27588,11.627436
2682,17630,21977,35964,26.569838
2683,6160,18664,49586,18.957115
2684,15541,22504,11287,22.273853
2685,20311,6547,17134,20.142807
2686,6148,20243,1156,8.597088
2687,19114,46708,35462,3.091737
2688,26973,23830,44842,7.710807
2689,16548,21814,25266,8.04384
2690,328,4904,5853,9.554263
2691,34619,34015,7037,16.560135
2692,21531,28833,12110,18.081488
2693,30313,35263,39618,6.4365897
2694,31428,23051,18300,17.39215
2695,28218,20555,28939,18.475365
2696,17011,14226,33196,21.849342
2697,47129,37042,37688,24.784615
2698,38314,18473,22856,17.74224
2699,23088,182,37030,11.933951
2700,8549,10190,41102,21.626076
2701,44633,49710,22813,22.504343
2702,789,7013,26204,19.672924
2703,45422,28623,18178,9.787189
2704,27338,34534,38043,17.49678
2705,42840,22656,314,14.667157
2706,38987,36124,26154,18.790451
2707,17124,26031,27493,17.451685
2708,12050,10301,9087,14.084885
2709,5438,26263,35637,10.967704
2710,28812,31637,11533,21.789024
2711,11278,16378,36075,15.564465
2712,44999,34681,40742,23.099651
2713,25334,13024,13839,23.052717
2714,10645,17828,47184,8.005529
2715,22552,11341,27142,12.31868
2716,23306,18928,14152,13.632936
2717,25889,124,21669,18.416594
2718,44758,12711,31761,24.934547
2719,40440,38215,11644,19.956232
2720,16612,15108,4145,13.875088
2721,3373,20977,47306,10.120128
2722,42521,37888,21457,11.499183
2723,9848,29684,49486,4.107206
2724,2323,42574,13485,4.0585017
2725,16903,4086,47620,10.630215
2726,8271,27276,24413,12.86941
2727,18576,22255,1532,12.34898
2728,20561,21996,48658,23.390556
2729,9891,12102,10127,13.828787
2730,7829,26229,7790,18.360418
2731,24156,45425,19583,19.731707
2732,33190,20368,29023,21.897974
2733,8962,28891,14704,24.229866
2734,12467,13289,46977,22.082996
2735,47715,45036,26142,12.432749
2736,8008,9878,33580,10.216934
2737,47598,8180,4623,13.312867
2738,35658,11277,5984,10.98363
2739,41835,32341,24538,14.97365
2740,21894,8369,32111,10.218989
2741,29658,7974,5337,19.475082
2742,11428,29259,32464,16.22392
2743,38520,38312,23534,9.284564
2744,10753,35460,29821,12.529341
2745,11397,34088,46168,16.014812
2746,33061,40878,6570,16.067242
2747,42364,40309,23619,13.382729
2748,31083,29534,43655,8.25139
2749,780,1051,42252,13.509171
2750,41407,19754,16135,21.41474
2751,13193,14715,24465,15.784491
2752,15597,15498,19918,18.764206
2753,22616,24156,10323,8.310914
2754,1422,28006,26982,12.836981
2755,30594,24327,20112,23.18909
2756,38553,38411,41032,11.122147
2757,16958,29042,25969,24.12252
2758,36335,9840,194,18.104485
2759,17079,30921,34989,16.540758
2760,28830,49074,5325,14.931435
2761,42646,9861,22562,14.882868
2762,19329,19377,29569,9.418143
2763,29418,33745,42938,14.411333
2764,1822,37168,8109,6.1017976
2765,17637,34237,4728,9.560189
2766,6247,31645,31296,18.837828
2767,2715,32700,8813,11.271746
2768,28431,15386,38064,1.9929074
2769,24008,25386,34574,19.261892
2770,14587,9399,47558,29.747644
2771,5851,43541,12722,27.658443
2772,12982,29261,260,17.447634
2773,14601,25284,4391,23.520956
2774,34941,49822,49796,17.42654
2775,20469,3714,28172,20.260748
2776,32963,9583,6075,13.697458
2777,5492,11480,43258,18.898724
2778,38465,17752,3887,11.6861105
2779,41037,3447,23501,9.626776
2780,12833,11147,10267,16.65581
2781,29456,8338,18955,24.400127
2782,23301,27580,20544,12.903052
2783,15093,12851,13860,31.980265
2784,13835,16375,38626,14.061093
2785,13088,28443,19001,12.476717
2786,12718,41163,32761,17.81121
2787,17539,21620,20426,24.182276
2788,10224,35062,39811,22.568392
2789,31184,21850,9341,17.167196
2790,18055,38115,45981,13.568466
2791,44719,15623,33723,15.250076
2792,42563,35252,20287,17.45274
2793,3655,27001,29228,16.81828
2794,7501,12764,43448,19.402508
2795,23055,35923,43599,17.644732
2796,2250,21433,902,24.488832
2797,4189,38974,41588,23.199627
2798,8016,16020,6867,4.636046
2799,14844,33615,3056,9.327915
2800,4722,165,3187,17.900352
2801,15686,34643,14186,18.072601
2802,33001,36649,35731,14.648235
2803,16033,24479,44989,13.085068
2804,502,49535,33688,12.068247
2805,10489,31492,46529,14.038026
2806,19069,47612,44200,16.095465
2807,34988,30107,15575,7.5048485
2808,28151,2282,8842,16.508354
2809,26416,29115,9308,19.225729
2810,43799,49629,11264,19.915937
2811,19090,31363,17100,20.726025
2812,5727,49923,18018,23.189363
2813,26481,4738,29602,18.690989
2814,18906,22093,16264,5.052423
2815,8508,39629,39565,17.383724
2816,21821,9066,25633,26.16004
2817,8939,24286,7533,11.455075
2818,11101,45658,33919,19.502804
2819,47548,2820,42659,17.82853
2820,35460,46412,46653,26.630964
2821,49965,24353,43143,16.324274
2822,40694,30871,44700,18.300884
2823,40275,2853,9927,16.422964
2824,32999,33468,5522,5.2449985
2825,17389,47819,40386,20.97091
2826,4517,13722,34199,23.256687
2827,41938,25399,46836,8.613224
2828,17742,48708,39650,13.3231325
2829,7343,45968,5525,28.29628
2830,48658,36578,16072,12.136994
2831,45390,22565,34508,13.177786
2832,4967,31447,22466,12.374324
2833,18200,41037,18748,18.800583
2834,30939,49076,44586,11.67771
2835,42560,25353,37868,14.885915
2836,1758,25943,4789,14.242254
2837,32936,48547,43796,26.484411
2838,38053,16774,30330,14.662058
2839,23142,21305,13331,19.16195
2840,35284,40646,33989,16.931532
2841,27765,30547,44795,17.177149
2842,34061,20099,9477,10.602608
2843,3811,35872,7481,15.545403
2844,32586,48407,33649,19.575954
2845,45948,31265,9035,19.904066
2846,20430,47299,49960,10.159723
2847,5929,47564,40448,19.66642
2848,46276,23766,30340,13.256236
2849,27173,42186,30209,10.911006
2850,23635,33039,1211,26.820766
2851,48278,13740,38641,13.499376
2852,3310,27531,47186,19.411518
2853,37462,42688,33645,13.894957
2854,40646,13277,25327,13.536937
2855,29273,41713,31329,16.036968
2856,25804,35961,19245,28.41572
2857,44511,3511,34174,5.3747272
2858,19362,16760,19381,8.410475
2859,3005,39611,32076,18.800323
2860,1514,35531,5371,19.477613
2861,41854,47434,15976,17.91751
2862,26180,22866,23819,17.200972
2863,3305,8712,1736,20.472351
2864,35668,49381,26174,21.38175
2865,1933,42881,23632,25.471952
2866,39396,8067,32074,22.334745
2867,11809,22388,23208,10.374982
2868,25621,35526,45606,4.967202
2869,49250,31729,30205,9.338026
2870,34740,21619,3522,19.054096
2871,24402,1434,36856,20.226696
2872,15498,28445,35867,22.53673
2873,20246,35285,4629,13.983267
2874,22224,20717,42872,11.864402
2875,28083,46966,14995,22.38894
2876,27720,44025,18914,20.251554
2877,18109,18659,7991,12.385915
2878,41718,12647,6427,20.157442
2879,41250,11428,42684,13.119344
2880,45461,11597,13004,16.55616
2881,1647,33252,13676,23.358189
2882,37577,5063,2472,25.322428
2883,11460,18735,33747,11.610731
2884,15217,7996,31912,19.528856
2885,27613,10530,25754,4.4646096
2886,20596,6504,7939,9.212796
2887,3149,48715,38443,16.96482
2888,31588,19875,28568,10.674276
2889,27252,16089,10728,15.505559
2890,19908,28798,10960,25.141272
2891,40654,23693,30190,22.033344
2892,44088,3724,19338,11.94209
2893,24565,31564,38714,18.232708
2894,20569,14396,46527,25.168243
2895,35459,12772,48505,18.083544
2896,44793,40265,37531,19.956478
2897,41594,34482,46621,19.78895
2898,13422,46256,11360,31.647568
2899,10641,34128,48863,20.429005
2900,8581,47129,27796,22.765335
2901,14427,26405,43329,12.132106
2902,49935,20288,45033,16.282637
2903,2533,42642,1396,22.450945
2904,35041,17327,23020,10.015229
2905,21967,22729,13383,21.606934
2906,32550,1962,6593,29.457588
2907,45064,42521,18108,10.824167
2908,36001,30006,21778,10.727492
2909,23165,46073,29539,8.894318
2910,13100,47345,43539,11.961405
2911,1492,44914,16162,11.242358
2912,8931,29795,48921,22.366657
2913,34431,7501,36935,17.037197
2914,27262,27947,36281,21.61106
2915,30496,33736,38240,17.538198
2916,10967,36943,4155,5.3803344
2917,6036,46010,16445,12.773836
2918,13234,14622,49647,21.686285
2919,17478,1131,35899,10.109134
2920,6483,32871,10577,18.607
2921,3743,31563,20912,16.002632
2922,33399,20291,36275,8.623238
2923,18406,44226,43680,19.632622
2924,5307,20409,6694,12.810146
2925,18932,5027,11940,14.094196
2926,21275,32906,8805,13.3544445
2927,7047,21894,24953,16.7805
2928,9902,6442,3463,15.216055
2929,6136,48306,35391,13.554113
2930,44288,13812,21515,14.5855
2931,36716,30448,3034,12.324089
2932,41674,15675,30320,9.21634
2933,8716,2904,43325,27.524399
2934,13580,47883,9451,19.221277
2935,2827,7809,31954,24.665953
2936,46925,45867,28958,18.524595
2937,31837,27604,37754,29.297546
2938,39139,31934,48045,13.874965
2939,2013,15528,20951,25.292507
2940,34958,34116,29173,9.25029
2941,30285,43355,40192,5.154853
2942,18336,37350,17461,24.850368
2943,43568,14706,2445,15.815155
2944,31436,32586,22717,24.441341
2945,41010,9288,14718,11.934846
2946,20260,1710,41451,11.553005
2947,25085,2245,44329,19.739687
2948,15422,20802,43979,10.505637
2949,7402,2729,14628,26.555511
2950,38061,36183,36463,18.590141
2951,28693,48816,28500,18.444933
2952,18736,41640,22478,19.628695
2953,22617,4317,26599,35.545444
2954,24505,1174,10007,10.810219
2955,11418,16738,32577,17.621252
2956,6829,16371,3519,24.197397
2957,11511,34461,30093,13.7932205
2958,14868,4647,18502,17.695179
2959,369,12538,31890,16.204952
2960,12660,37442,41606,8.484318
2961,43697,30273,40939,21.32567
2962,5934,17869,47871,21.135134
2963,46282,6483,784,16.16602
2964,37249,25046,26756,17.162275
2965,28958,28346,7191,2.7374537
2966,25022,6405,41830,27.14134
2967,49802,16667,30772,26.385078
2968,39025,18094,39702,16.433033
2969,41445,21860,26975,19.620995
2970,25301,2572,34091,13.296351
2971,24191,26275,40907,7.8150854
2972,46782,4541,13816,13.869175
2973,26003,17928,37777,9.8308325
2974,14403,22634,10499,20.605928
2975,11376,13580,40198,17.915104
2976,22246,2449,19883,9.140705
2977,12709,22118,4815,23.682562
2978,10772,5458,14667,21.236502
2979,10661,42637,2289,22.3436
2980,49931,32259,32282,9.313253
2981,9769,17912,25273,17.137342
2982,19515,18304,3793,11.859457
2983,21092,22797,28710,21.453564
2984,16045,43634,40424,30.205664
2985,15058,49148,9444,15.169251
2986,36046,24017,35335,8.891765
2987,4068,34633,15148,16.863173
2988,47686,34018,44525,11.524113
2989,34059,24640,38285,29.753628
2990,45916,19382,5386,22.927008
2991,9964,5812,36205,17.32632
2992,24584,16920,2047,18.357698
2993,45238,3062,17251,12.267043
2994,20448,11996,19424,14.894764
2995,25213,9558,11986,17.301723
2996,22791,33077,32821,16.833782
2997,26451,6998,35430,21.354734
2998,14736,33664,34315,15.829259
2999,23591,40280,48845,13.430567
3000,28209,34269,27495,19.951742
3001,30788,12965,34831,20.069246
3002,37594,7769,43060,23.823935
3003,4209,42907,35439,19.477375
3004,42809,2300,11299,27.938614
3005,1259,20747,17051,6.904058
3006,42747,47272,37526,10.463233
3007,13539,16639,35011,21.054266
3008,33748,1928,43967,15.568006
3009,31127,48295,3054,16.966022
3010,47841,40998,27162,19.12485
3011,35858,17478,5601,26.942688
3012,11195,28906,37375,15.951258
3013,9293,10167,21337,11.652616
3014,41990,18220,20660,6.3989286
3015,45960,24733,38333,10.499442
3016,38748,26336,22854,18.195948
3017,7108,22048,16979,18.145813
3018,44664,4704,19129,14.908273
3019,33342,23062,42570,4.5946536
3020,34105,28569,8269,10.517158
3021,41507,26983,35260,8.5655365
3022,26607,11821,696,3.493367
3023,22232,14512,26539,5.948694
3024,2823,40922,25620,11.897706
3025,40943,43243,8380,12.485519
3026,24359,26451,3620,21.973898
3027,9479,1233,45478,27.611824
3028,13008,47973,28947,21.706701
3029,43935,35449,19017,15.752462
3030,35961,12725,49947,21.73037
3031,8888,36797,26318,20.984364
3032,46009,26557,34598,17.61744
3033,48330,38706,33113,21.884459
3034,13487,17370,26512,23.694141
3035,2969,38185,3139,14.0840025
3036,16365,45950,39751,22.42763
3037,2798,18264,38367,14.461889
3038,14109,4113,27048,20.390177
3039,49151,4502,24968,16.228434
3040,22033,5438,12888,12.702904
3041,38394,6446,37919,15.568656
3042,46212,1022,36037,26.579138
3043,17792,44566,3756,20.386925
3044,34178,34096,22181,15.219383
3045,6794,11541,15698,18.06599
3046,14774,17876,5959,14.589241
3047,30813,39196,32236,16.505259
3048,39849,19527,38048,14.202012
3049,45744,33165,35590,6.519764
3050,34010,10638,17730,23.862482
3051,7276,13463,4274,20.548449
3052,11541,33425,8563,21.78083
3053,41310,24593,1442,18.00343
3054,38879,47176,31260,11.64647
3055,16375,8405,7491,22.320538
3056,21754,1146,13601,18.264261
3057,15871,8444,5193,18.053171
3058,29534,24105,21151,23.241535
3059,9288,26989,16044,12.279839
3060,8612,25443,45673,9.885452
3061,19989,27507,48397,18.807346
3062,34681,37788,17948,12.484042
3063,30560,27737,38946,15.628976
3064,44518,19729,8941,10.833737
3065,8091,535,31545,23.084366
3066,7036,18580,43886,4.8177223
3067,8797,37786,11923,10.372676
3068,31492,47113,7375,21.558262
3069,25143,7348,14876,14.760218
3070,12572,8003,8655,25.572279
3071,21175,13002,46200,23.788462
3072,20526,21299,38433,4.03585
3073,46796,36794,35363,22.178467
3074,8298,36170,21683,26.43944
3075,15233,19391,3552,21.046473
3076,28058,18134,20457,21.493496
3077,44143,34658,5628,20.729342
3078,18272,19771,10556,20.903708
3079,34217,15184,5617,10.405928
3080,16364,9011,27302,29.60531
3081,35162,42783,35209,20.604109
3082,4062,48079,6314,15.48607
3083,29383,5,30250,11.873006
3084,47873,35539,29275,12.905852
3085,15970,17079,12078,12.091256
3086,31273,13663,17650,11.172334
3087,38312,1954,47889,29.411953
3088,44411,2805,32357,21.093773
3089,1480,15734,36983,17.842587
3090,21078,17568,13403,8.016112
3091,10679,8924,39007,17.57865
3092,22797,9788,36155,20.470146
3093,48690,2753,10485,22.874311
3094,37057,17643,25914,3.5356202
3095,46868,22853,37589,7.735093
3096,3510,44038,19606,11.061088
3097,15205,44944,26172,14.585609
3098,4380,20078,227,16.140957
3099,118,6160,2625,10.107189
3100,12947,48258,49791,19.34751
3101,5008,32897,37327,8.90285
3102,12770,49965,3794,6.5695276
3103,27532,13770,25496,26.56148
3104,35854,20908,12029,8.874567
3105,18358,36393,24273,3.9833791
3106,38890,3482,29636,6.859215
3107,34481,35994,22381,28.09323
3108,17295,30227,18513,6.847869
3109,46275,5312,44259,18.806448
3110,11048,6312,17533,2.3450518
3111,20409,10470,42175,28.149477
3112,4738,8779,19857,17.830984
3113,4715,2494,11266,18.898623
3114,24083,25258,4902,17.106834
3115,2928,32888,6476,25.723705
3116,14267,15587,48875,6.0907245
3117,43410,15937,5472,19.33705
3118,16057,30181,28538,9.309445
3119,23339,17656,11250,16.494102
3120,38445,5914,3173,15.641136
3121,44055,16737,24283,22.132042
3122,18565,20829,43579,14.222698
3123,33047,21539,25457,19.4899
3124,27128,21819,22080,9.431186
3125,12603,30185,28637,7.7774997
3126,9247,39422,37192,14.892826
3127,10221,11815,760,14.096695
3128,33367,13192,18846,14.403119
3129,6406,32370,43790,19.354803
3130,29831,918,25876,20.123884
3131,17831,9418,7106,17.823345
3132,24958,41681,33551,16.802048
3133,49148,42557,45347,4.8830814
3134,15376,41830,36377,15.584413
3135,41676,31297,39504,20.933407
3136,22095,2047,33396,26.276793
3137,46594,35419,1505,11.835853
3138,41562,7551,29842,6.218878
3139,3273,4380,23888,22.707281
3140,34090,42059,37031,13.405313
3141,10343,49614,35290,26.113169
3142,28908,9936,40301,17.219505
3143,9099,48287,9235,22.882046
3144,41926,8808,34936,15.348738
3145,10892,36230,45799,18.370605
3146,40617,40574,5741,9.189559
3147,31751,34011,79,10.106332
3148,45283,37403,38047,4.3633494
3149,48674,13366,18087,4.592142
3150,23919,29279,3807,14.234294
3151,22367,48763,46403,19.734877
3152,15431,47775,36781,11.479155
3153,39141,36593,2412,14.497567
3154,5722,1205,6242,20.63963
3155,31842,16665,31156,13.196152
3156,24482,5115,2544,16.72961
3157,44286,36662,11545,11.912344
3158,48429,32324,40069,15.130898
3159,5003,49459,49522,6.4299483
3160,31362,49714,37423,9.434848
3161,19775,15639,7517,22.345362
3162,18924,17424,13918,25.427216
3163,22110,40704,1921,20.304811
3164,37328,24134,42340,23.815477
3165,41169,49204,19278,15.844143
3166,13177,10334,2552,18.598469
3167,40362,47969,13130,12.797628
3168,42562,2173,2927,10.818764
3169,27797,6294,17425,26.879124
3170,4334,24412,1046,17.212566
3171,10455,1633,22514,16.609669
3172,25906,30994,36334,11.3615885
3173,10697,34431,21445,17.831394
3174,25924,6323,29109,9.131994
3175,2050,28570,18873,9.409092
3176,42686,23744,7649,25.679028
3177,28337,40282,39787,10.020109
3178,6948,37680,12672,24.700031
3179,26146,40681,29606,11.00359
3180,27216,25464,49877,19.847952
3181,39599,5242,27358,22.637152
3182,11939,20295,22920,21.013182
3183,43691,657,9905,13.754376
3184,36465,37256,44667,18.715006
3185,34177,10844,35726,7.6325045
3186,17908,17354,6701,9.556115
3187,15624,2526,18600,16.71909
3188,9329,18042,12467,22.756207
3189,13366,1564,49510,21.703884
3190,21744,31535,36197,17.98732
3191,42645,28309,13727,25.630978
3192,40233,3954,46211,13.600919
3193,29510,14101,36014,19.94491
3194,37816,18416,22545,18.434189
3195,3896,2287,36850,27.357256
3196,42918,34155,40177,10.231166
3197,14536,26908,44857,4.7421813
3198,14710,19354,20925,11.172067
3199,24412,10597,1870,4.8482842
3200,14547,13292,6375,15.577804
3201,33853,34099,12028,17.301376
3202,5363,29584,36474,21.600437
3203,21251,45225,30625,9.271868
3204,12597,25676,19079,15.190321
3205,8013,32363,30609,25.828505
3206,38559,20525,30440,20.837095
3207,10081,11511,12501,20.149372
3208,9417,45517,43452,6.3405066
3209,35174,17022,15980,18.959316
3210,49839,44940,44410,13.579222
3211,14103,36924,49070,12.401797
3212,3420,27999,37966,16.341446
3213,14396,21354,28376,16.29934
3214,7003,39699,34005,9.818805
3215,49973,28693,36098,9.860316
3216,41608,46402,16671,19.252892
3217,20697,29927,40369,12.386176
3218,48717,644,44315,30.368505
3219,31653,23524,31068,18.397295
3220,44175,15181,26327,8.690401
3221,47501,36769,4573,15.31419
3222,25189,30360,13452,9.74387
3223,23555,7468,12177,10.862489
3224,33198,7221,25726,11.267787
3225,22366,27228,27485,21.678013
3226,9922,2050,20344,25.42958
3227,23109,8769,33909,12.240944
3228,2204,13255,4090,28.82316
3229,48407,24655,6555,6.762548
3230,27361,3475,47955,23.595312
3231,11785,3730,10358,17.157104
3232,28290,49966,15253,13.63298
3233,33168,42227,223,7.586714
3234,31483,38367,29270,24.543688
3235,6102,1993,45492,45.909084
3236,39176,8037,5357,17.533861
3237,6182,7446,2804,13.021176
3238,18812,20697,41230,21.519619
3239,39016,47931,26312,23.437712
3240,29268,2857,48284,8.542289
3241,12367,6851,18739,21.056084
3242,18967,11225,19585,19.90352
3243,9304,44,38360,20.171112
3244,11554,2965,34734,23.456612
3245,29351,32263,45000,22.896288
3246,17139,37937,43869,9.933427
3247,24082,3212,46290,12.883549
3248,4195,32554,23064,11.714635
3249,24547,21709,32650,12.122312
3250,13255,34659,23749,25.349731
3251,22037,47127,11096,5.5694304
3252,10660,11025,5269,15.231931
3253,31636,49243,3168,10.654812
3254,19621,30811,32169,13.000254
3255,26545,13005,21707,19.218674
3256,934,19306,9030,9.792426
3257,43110,37810,21615,17.014505
3258,40764,28781,30159,14.656987
3259,35979,12768,15474,9.495759
3260,7175,48484,15463,17.547298
3261,16871,8192,46601,8.87808
3262,31437,18582,25022,28.347687
3263,13585,43276,32780,12.458432
3264,15956,27780,24314,2.920705
3265,43792,19542,16834,5.7656674
3266,36577,23212,20193,11.461462
3267,46169,19856,22204,7.918885
3268,23834,4503,13471,19.114012
3269,19899,1969,27460,23.675417
3270,30493,30873,15528,20.458555
3271,19014,43302,28704,5.1150103
3272,23814,47352,17927,16.063772
3273,25411,17760,28852,26.286568
3274,36170,43013,40511,20.115614
3275,25893,37359,30290,8.752274
3276,13695,15615,33588,14.964656
3277,2904,27966,29722,21.693735
3278,8333,4963,30819,16.588158
3279,23354,34356,21624,23.45514
3280,6324,7792,24812,15.063797
3281,19729,35523,17530,13.65844
3282,24593,14670,17359,21.820578
3283,30168,7402,34056,1.2665892
3284,25032,10548,2016,16.256706
3285,47865,29093,39593,21.988356
3286,20603,27222,29606,6.6502504
3287,40970,6728,22974,18.905983
3288,43236,49551,38375,19.930523
3289,46412,23029,9873,17.495605
3290,24437,2030,11561,18.448301
3291,45684,11237,48067,13.17899
3292,49611,17145,18920,21.721754
3293,3918,11813,44947,17.894445
3294,9021,20899,31992,7.8255205
3295,40788,33675,25244,26.35505
3296,27029,22788,48311,16.944727
3297,7543,4362,25809,5.190958
3298,18104,30915,37703,18.010258
3299,41386,18629,29687,16.237902
3300,44454,8053,34828,6.5944905
3301,8776,34187,40974,20.297215
3302,34729,21766,30447,13.523074
3303,45268,45380,2916,19.818638
3304,47127,27331,10583,10.657516
3305,10469,45949,39230,16.079214
3306,40962,3237,21196,12.302354
3307,33077,45829,27610,19.452925
3308,27770,33557,48372,16.029346
3309,39168,32559,9555,16.295189
3310,2054,30503,16275,20.048574
3311,46327,42364,38101,13.175897
3312,19859,35181,45217,10.825718
3313,45935,14810,28934,17.888912
3314,11280,46317,814,3.992027
3315,25614,36815,21233,23.276363
3316,29584,30158,2834,23.885576
3317,1198,8425,47590,18.429123
3318,42571,7637,18330,17.098415
3319,24403,19858,12824,28.473963
3320,40025,22620,26170,13.316607
3321,37757,13686,31446,21.08348
3322,46635,41835,21728,10.321031
3323,560,4776,25206,16.489965
3324,43909,29871,13648,15.761738
3325,21823,26876,45924,29.62819
3326,47161,11635,16370,10.27303
3327,1365,34151,42203,16.663372
3328,46724,22428,15633,17.738222
3329,32247,11048,1679,13.275265
3330,41079,2784,12285,18.0482
3331,1185,22918,19583,25.89271
3332,7841,1603,40424,32.394222
3333,44418,27811,35613,13.967159
3334,4999,35582,15391,12.531313
3335,7966,15914,4808,18.790829
3336,35531,5291,25392,16.978498
3337,21732,18358,143,19.20725
3338,27396,14972,30910,19.414806
3339,21130,30496,47773,12.996389
3340,14600,21044,13149,7.087587
3341,17350,16787,252,13.047352
3342,27891,9448,22886,8.77047
3343,41065,26600,39158,17.319986
3344,19199,22674,6774,10.953816
3345,25967,21157,38699,15.873624
3346,34403,21345,32548,14.959646
3347,28187,5615,3416,7.495539
3348,12008,1874,24809,8.556952
3349,5321,38738,5048,19.126455
3350,14614,32439,42427,10.958874
3351,41056,45395,13845,16.779112
3352,7787,29017,2916,24.199549
3353,47463,24662,32980,17.298794
3354,11919,45403,12070,26.509306
3355,6916,1829,8026,27.457808
3356,9332,39779,5830,5.248721
3357,44963,36650,25067,19.247318
3358,20036,32105,10781,10.125572
3359,48915,38679,26099,15.899863
3360,35501,43353,27837,20.798096
3361,45237,37985,14563,21.051243
3362,6691,2200,36253,15.0420065
3363,28818,32460,35049,21.909348
3364,25711,21947,44674,19.79143
3365,15166,33868,6436,10.921819
3366,38219,13780,39231,18.29618
3367,30306,8679,34026,12.961933
3368,36069,3508,16447,5.3265667
3369,25351,1439,37548,12.532692
3370,49150,18349,37692,4.1825123
3371,5688,41789,24662,25.665792
3372,48851,6117,8677,11.661464
3373,13362,17713,19204,15.581329
3374,142,30289,16923,18.84717
3375,1879,28960,518,20.944279
3376,2808,25329,46672,10.396016
3377,18013,44422,31498,13.115901
3378,11573,41236,20216,23.873753
3379,42849,2928,19651,20.223045
3380,1651,32710,35584,18.361576
3381,27226,34804,21727,20.395672
3382,910,33808,38960,6.070267
3383,32676,25504,8524,24.235834
3384,19326,3696,5689,23.183947
3385,46646,34825,21343,21.60732
3386,19496,36003,2323,21.395725
3387,25782,15087,36756,19.516888
3388,25273,48250,47094,17.025122
3389,14658,30932,22090,19.005716
3390,8884,16499,48585,24.591822
3391,8336,5232,11223,5.144399
3392,19498,42067,35010,21.018614
3393,26209,21102,28306,25.63844
3394,21335,14811,44029,18.793335
3395,439,39278,15671,12.981122
3396,45163,34911,37930,19.47118
3397,38370,22149,46563,8.69427
3398,739,17347,725,22.220566
3399,30068,42328,21580,19.149035
3400,4963,2863,24357,11.114966
3401,553,19264,3567,25.774925
3402,47488,32404,25323,24.753284
3403,34885,4453,2944,20.905409
3404,11967,9839,31109,22.5573
3405,11895,42822,14576,16.670406
3406,6593,15757,20116,8.250533
3407,44817,18385,12257,17.160124
3408,30384,6148,10088,20.648247
3409,21305,41952,18515,7.004916
3410,42331,30065,11531,12.990277
3411,47701,8662,30285,20.22458
3412,20853,34850,29972,19.759321
3413,3618,9398,45110,21.386013
3414,23399,12015,9190,10.913858
3415,48780,40994,45344,12.744149
3416,19409,44834,39957,23.711256
3417,12407,17878,16129,18.898106
3418,16690,41912,38063,20.511215
3419,39623,22524,25228,12.636144
3420,34495,31305,45953,20.578526
3421,10035,39315,37427,15.089702
3422,15087,6808,19573,11.930585
3423,16879,19621,3545,21.128782
3424,32401,39562,30751,23.259506
3425,47783,34365,613,21.770262
3426,19932,24049,19599,15.210883
3427,568,20360,8552,16.728167
3428,40513,23611,44651,10.7935505
3429,7974,1612,30545,16.589626
3430,29308,20366,13603,23.990112
3431,16219,19980,13134,16.456915
3432,27737,17095,9970,9.282059
3433,12843,2948,44989,23.208447
3434,29342,17539,4245,13.779674
3435,38881,33150,23464,18.210058
3436,12172,25154,34536,13.545983
3437,49392,39540,15207,12.448213
3438,1459,11176,18056,2.6855006
3439,39595,18432,44161,20.663548
3440,24097,23053,20141,13.453933
3441,2134,46366,38356,7.4169555
3442,31265,32075,6976,15.182291
3443,29416,48855,6362,7.333337
3444,26696,33381,28154,12.941429
