query_position,target_index,target_hash,correct_source_index,shuffled_source_index,nearest_wrong_source_index,nearest_wrong_distance
531,589552,6beadf67b235a5b7c733df7d61bae7435887c137cbca0f4c374601e5659fe032,589552,452646,650296,14.598023
532,575257,f6bd240adc51d21e360e3024de9c8e81ad03b5005ad698404f9090893f1a7d1e,575257,376810,383740,17.702236
533,954453,bde5d55a70de322dda553b18c8ceef0494c6eac86899e0fb1b5968f1aafec853,954453,614250,806242,11.859225
534,911173,249c5aec3d630f7dd9e07858ef157c818f0fccac3b5fc0bf58c8c0c900cc0556,911173,916650,263507,26.209469
535,434055,e2154a82d0e74290e8cba599b277317953d337c7c5d5dee467bd4bd507db2171,434055,961443,60379,18.747051
536,956722,5831a1974b54e8ebb44023773068c7bd0f65c5bf39ce015ccc2d8c9c62a58a9f,956722,876394,954150,12.975595
537,364994,5d599daa84025eaca4b358d9965713af464295bca65fd0e41b5243602cece9a3,364994,525247,710099,21.723026
538,130590,d94782f88ab0767f00c72667b828caf3f4dade75d917400fc1b4760a40e5136a,130590,832208,975158,22.35421
539,776281,f280d8471515ba31fa0c8d80694e7013277d1df3baafcba1273645d1c7c7f02b,776281,129528,342123,15.094021
540,99349,47d34c098b7276d08b8bdbbadc964e9974404faaebbad3a244435870f6980a83,99349,935826,78232,18.191406
541,966515,f71f2ca2320596eef8dc8d456d4ca2f2e32348fa4e960020478a9c521325a642,966515,6845,273044,2.878946
542,575531,b497f1f86d67b2068f37376a3243a3a66d4d82baa70d5ae339a67c2c3c667eb0,575531,452478,111632,23.31874
543,743850,f6d14d9959dea5222157e6e462285b326fa6607ee13886d8a67843afb37b6370,743850,419234,349652,14.766361
544,250133,2e4d8e210f673b6e7c375cfa5b01cdc0ad61c30e017b6d59ea5c7dbebe791836,250133,433956,69960,25.007643
545,23898,7ae2e65c5cd4c75dde0c35eca3dc75bf656dd07f1d25370a503d743ebfbc213f,23898,86060,217554,24.176096
546,701988,9732452284bb067e56efa51c10f1d25aacdb3354d0f8bf38fc5616ac4d8bb0b8,701988,560808,966034,5.78873
547,292365,4e7368beb5de20ef1e34d7ce7dc6ad05b6b0bae81a66932f2189c6a72c52c8aa,292365,94971,396018,22.96379
548,767875,3b79814051b59bbd76e9120636a8c406f7d7d3adfeb992b83a3041518fbd2b49,767875,904980,524158,20.323753
549,47116,fe043daf34eadc67c2c1b8b7e6a05c522a10dace83d587ee0923128233c5416e,47116,1109,801451,43.384567
550,57134,27bc1c794b654aab577c514152db4fd772a0e2b3fb71be4e57d959bb1752ff8d,57134,309415,424470,26.82464
551,197804,58f6fe884548e0b5786d7f3946fb53893fb4cf520f196634690184a9718a2b5e,197804,51982,710365,22.852654
552,633291,673552962bd8243dfdb12d8a8635ff432007796354879eeafdd0a79e7bacc10c,633291,910384,508704,9.411446
553,941845,d18a6407ce392ab2d22beecbd0600870a7e90bde6707d94c7a995773849df41a,941845,75294,376656,14.234859
554,170509,a23419597d8f356fb5af6c13fe97734d15614746f8cf83147314a191080b57d6,170509,366230,886084,23.267317
555,796224,d653d7503027a8625e1959e5f83926a152a43704eda31f6928e49272ac125f9b,796224,840653,29018,17.449078
556,505433,423321a85e9b350c59d02e1ed091cd3d13b703998251343e74033baa5a193d22,505433,302114,175906,23.674892
557,329719,4aa8b10db79b1667e0c32d1e84fb5e31d52a1fe1c9a7c13af92d9c13871f1236,329719,248264,234768,22.765867
558,580557,6b54dfb31b390a37d94857e311a54fd995c42294ba8bea57e061dfd34185081b,580557,313911,448562,20.898453
559,439023,b0811967b122eb714d98465fc92b71ba8b3c80bd92aa80b377cc85a5a53b82ef,439023,230566,695030,20.55668
560,684515,880f1ee4d8fb79ba0c001095e7424a368febf2e4adbee8342fb26831e25f8b87,684515,642015,76927,13.255214
561,258543,c0c6fa561213eaabd9a37198c7d7c2e98161fa43845c4be2dda9ca7ccf11c7fa,258543,533039,348217,15.539611
562,234258,4ec42333de27e06b84c3a26d2b3d0dad5e423ab2f6f4fc29cbd91f62316ec70c,234258,548878,380358,21.913593
563,647722,57fc6a6a9218b7d6a1f2783569f185fddab0dfa91ae135ee9a98f484d196cf88,647722,796049,684964,17.160625
564,676325,7f66e8a6338edde0ab1f860badcc9be4d3fd2450d334e7fe85497908a88c5103,676325,281438,870687,12.606383
565,951675,2340a8f8c043b8ac8447d1f209c53e29e52a96e86981dabbef7320fd7b61a09b,951675,421190,683387,7.9789305
566,457090,2a2572dbbb4c68f41dc769035cf56ef0bb7a7219da3c2105964d9c0255acd9c6,457090,535498,458991,23.118902
567,689991,a2dd73cdead2b9a82df0fcb102e4130c4cf30db777f547f7d51290c91ebac136,689991,138684,551715,17.645424
568,787480,e886a6ae3b590e87bd2252ec5e01877531195a76aebcfd099225053b9bea6e56,787480,575160,925079,18.233604
569,1902,23fbb08b92441dfcd31106cee2471ab015a1e97cee156a8bc9ee14313509c4c0,1902,613969,478639,13.412864
570,882801,95ed9a2b2544cc21ca918cc0d1e6c7bdfeb6cd3e939e6518b8c640e2bd501a07,882801,332630,273850,19.72839
571,588063,37fd3a62ab0938cee5f7d44c79a2869346964d7c5448b8eef2e0d69c99109dea,588063,234258,733992,27.709475
572,897423,62ee9fa6fd8b893cd2d3700fe8776e5ae4d9338ec1a6824cf67d91d682901984,897423,375664,157826,22.37232
573,493561,81e74f6aa8ea24b809e74697db87084cab46b1d0002e47dcb1eb0326a54f5fdd,493561,283618,493846,13.985562
574,582690,ed2dcdaa09bb958766469d5a6a755943ae304a22210c97311d5d1d6e05713e16,582690,685833,64297,12.702991
575,133893,78d876ba157d7d9a43f3a5bbf67c769f373ba50a3355b59787b155c86f6c605c,133893,400824,865909,11.121724
576,401249,6575ecb6c5be868a8ed7c4d331e3802256e564b5b67f77fbd537ad6f90895f30,401249,809348,495213,18.670404
577,65467,f87ae0d803c3bce8722b1ec48eb120e14244bccfb57feddd7fd4fe6bfc2d83fe,65467,618675,661005,20.032505
578,430949,2df8e74db3d745fa68436baf4e1af23d4cf60429ebefa0c02927994111e70ab2,430949,776910,441703,20.99899
579,585506,6734dcc2782dabc44a7c10066b16e730a15f78d6e6a9cbbffd378578224d50c3,585506,762216,985079,23.260838
580,620602,7c589236a94b5d63ad2e06be4370d9e8109cb1c5b8c352c69703a684d3f3eae5,620602,529982,617399,15.851472
581,361666,9b3ade0ff0c781848a28495b13b082fcf521278ac4dfc69bcb4b498a40bb1bc5,361666,794824,46885,15.422674
582,661682,5f39fb153540528de13a5d58b21c390bf833bb33ff4efa5c6ee5cb897fd83a1a,661682,761887,4553,9.152196
583,965850,3035f780340461c19bfbbf385b416d1cfdfc3f6ba897ddf5ad0c126b474e4c62,965850,973649,845156,22.365734
584,709844,69d64b8463a352a232856c64cbe93c15cf0734671d5e2c6c16ce2e717eace46b,709844,214176,625447,19.447319
585,927607,bc05337d2583d166c02a0b06bf9c8da504280d815cd2a3173a1918ebb58f8be4,927607,124523,558313,16.539633
586,657849,437d2fa109b55bdb5203bd9ca22df9c6ec80cff4cbc0801476fb652cb9d9c574,657849,779073,829106,22.301462
587,24324,77d1ead43fa490b8b9bad28122a5acd1e1651709c0ee9ab8e1c7347646e05383,24324,502529,560945,22.724262
588,202566,1fce453e21a223f11069c08d07db0d1d89295f018dfd990a1b3285eb11e7a743,202566,567296,301780,16.584824
589,857452,e478cedc3101e7457fcb48516128ddcb5997a1f8da120fd8022002f9c0b9f578,857452,696841,87367,31.576103
590,18595,a96ef1ff8ce7b0e966dc188ca8e74d0fae5cde9b3e2c80f6b7a784c8f8acc29a,18595,59639,576464,18.13784
591,835719,1e7ca25849b1e05068bef104428c8d873fac09577fbe0b1bc00fa421c9d6bfeb,835719,805886,110014,21.84187
592,776700,273df252bbaeb552ddeae18e2c60603f3249f810a9d0259b4ef4cd1bfe22217c,776700,630795,731877,21.949055
593,914003,2153282c5df8f09f9585730c2f9643c2eac12d3cb5695b3ab3932255cf18f9b4,914003,371257,707982,17.278502
594,762274,7588c8ec32feb7d9a26a76a1d9cee9c594dc13c87244f2e94b1e8d210546195a,762274,548615,672245,21.124249
595,440289,37fc8e3c24c0dda1100c7dc16406e72ea050904da5090db8b1f430a8529d76eb,440289,463454,793963,29.245098
596,814148,45f0bdf9b579dac909c95fd05051d90509b57ac6ce10a3c4d5893f9822f7c962,814148,592515,969176,27.005415
597,834301,d88c06197007c213a50480d6db3e14799d8d2c0ef4766251dd667c90003ea7df,834301,579633,28774,24.450249
598,246454,a7384f9256fb9f5671efa89c1dc13d3f6cb1420d10ad869af08e07e92b8f87fe,246454,920228,605491,19.524761
599,879746,36124645651dd99f80898d652081b76b2b11db91f582c784e8ccc6ababddd311,879746,727052,733976,19.05932
600,892884,7265c4f959bf1ef96b2fa8566c312cea8b4c003229d2544a2549ab7cdca05dfd,892884,974695,854792,24.540653
601,944122,a4d9da9861b78fb94b1c91cd03fbf267c02dd3cb53018a4c0f959c7239ef9fe1,944122,149899,898135,13.658127
602,694569,b4f013d3bd779a6c55b990f297386502ab10a5c52a4428e8d2144cb4221bd3d3,694569,194203,387250,16.983656
603,464256,b1ff52ccca4a23451146a7cb33d8f3a37ec0af8efb4dbe4d5c547288bcf906e2,464256,212333,831342,23.3475
604,162385,752db24fa7d0433350ae5da87d8e946f7c772308913981dadb6f996373e9bc29,162385,445967,878764,18.942566
605,203520,31c48665b8d0aea09ccda32cae1e3edb6c071a90965d9ae4b0d01751b87544ff,203520,968812,257317,23.818815
606,227336,e927f56f88b2fb1160b98d18834fb60e46e4cdc92426c9ebd4b2ed6a49b246a6,227336,735117,818317,23.295067
607,56997,c1d311bae40e515cc9f0ccd412c12b76f54d38e3d9678e4e09dccde291c1fcbf,56997,591099,831896,18.282099
608,134119,42eab2e834670229bc2bfb834a2e9201a23bb65b5a843d80862786b1564f8fa9,134119,183902,596729,26.605293
609,837859,939803e50d6ac439275334693f0cc602567f27022da1567b8bc77585b5f95040,837859,824577,633241,19.998667
610,581390,759845e4d858758ca8e47dc5426cf0ac7059bee075cb373e1c92e13ebed893da,581390,962926,618855,14.359384
611,192666,5bed5ec6dc3879b023d2270d10ae60332aacdbb21ad1a22256f154d20397e848,192666,861614,750621,18.751602
612,550341,39ed5f17015663fe8b7e9dd74eee94c53097e6888524c8e11ddf8e27a59391d1,550341,229980,1109,13.93912
613,761107,cf72fc4ef36a8b88738c1e92f6601959202dbe83c7707e447c0a6623e4d3e8cb,761107,538124,433031,25.09236
614,974292,c9a1cd3f755cefa30a6e7a0f6c3d058ad81b7344ae98a3631ae6ddd125b88d73,974292,369939,454677,23.384981
615,529982,242b3129e09e0a4dee98831cf0669baef39a3f3393309d523d3be1f3917120b8,529982,261438,290942,24.370369
616,664125,dd5033366be427a431555e95dd3f351efcbaee4d323dd685984206e14d94a7f0,664125,714001,543548,20.633207
617,349997,7949d48fc12ff70931214e64a62eeb948cf28c058d471421b8aa7bf4fb5ac438,349997,586382,575606,15.774201
618,610033,7d8ccfca184c2d27a90b4bca4112cb706879843b370c62d12f93320ad2ac8ed6,610033,176263,690155,24.494558
619,658854,8f56ece7b8809eff5413b023d2e4a9b7de78510d693da8ec617a146241f72bda,658854,842084,659204,16.21042
620,582919,a4d1953679234abdee40682e7f0dba04a88c325b337501e5d1492bafafe50425,582919,187513,90769,27.963346
621,880604,2705bf8aab19d4e68a37cc5fdad383995788f7b9e617ae03e936fa5b7c824395,880604,30874,178665,20.444344
622,106301,6597fe776ae17a80270f34f13d4cf6673a06b40d8606744d7d5ff6d028376d4b,106301,54287,526879,16.808586
623,413567,512a4a4742453bb12c0f4250b2049e94c1483cd3890fb1a9668aa5ebe60ea109,413567,370044,475345,17.002726
624,578714,b19624fa8021c5a7fcf12c84133bc05428454bd908a465edcf56bad7986572e1,578714,546322,632262,23.986753
625,430189,c7def7377b5f5154ecf43a6374acd84ce19257701371bd5c87f74c795a998102,430189,373385,555990,15.154848
626,332170,dffba355ebfaf9a39145c2448aadb7ae8773472a8f7497fe671b3e9e5b089f80,332170,822613,485016,26.07061
627,763257,693d25895b9dcfbec14c7794ed77921643955ed490a86d6d77bf8078f8b96ded,763257,658854,670208,20.60284
628,294467,1d6132ef787ddc2303358cfe9b7c72ace6bfc38740d524d053fd8cb08826e852,294467,697238,576966,15.535635
629,326310,785ad3a3691850fb1f16438f20944ee071c38c90af97c917e1c7f497331c6149,326310,278091,319934,20.978388
630,75294,692953380752a0c8b5813a3b022fc70f8229d6dd0553f550f7e4d4a0202bab47,75294,459562,873221,10.770273
631,979795,7b6de8f1376a2fd846fb591c60bb4555ae50f4663e1e49c0fd87dbc740bbd525,979795,776281,314699,21.166477
632,710882,b34f281374c115b4f77be5656abfd008b01260c26ee83697800dd886616a2e4e,710882,301725,941202,11.3147335
633,846949,26eece3550ed29a11adf5c0f2ad10bf0627dae71a2a1d46802c1a8c470cc3127,846949,932741,409293,21.300474
634,858275,9184078469717355c29dbc1e3040e8e3d9ee64f6aadcde3c155a4679f9b644c5,858275,595724,687215,18.081167
635,851743,5dfa9016d0251c998eb211531cdd0445c431a044b4e8b226e75981506f8ffc07,851743,541787,126925,21.486954
636,784012,046c7d29d2faea97ed2507f85b855149ffb3ea617935a00cd64970e00fd49c20,784012,271300,424554,16.735403
637,876777,d21e81a5d8d027d9c3e4b37a2946f78bd93dda7f0e699f80d5cba16963407ebb,876777,258527,778289,20.795246
638,961250,936fd0a398ac348c5c4e16dfe584bb58731004c80a8004a10e02d4c41c7c63d6,961250,918323,116185,25.94875
639,988342,21072722ccf1b9a74b54f7739767ace0044e0bcb2a959af23bec9d3a3c44371c,988342,508349,428710,26.58572
640,735678,36b3373eb275dbebf919ea75f3292671da082b40df16704d487f4beea4213784,735678,460489,737031,27.606531
641,736394,ab1c772f849982e97262cbd2f9b147e089e88e614a7cb207bcc34870317203f2,736394,515069,278597,9.6147785
642,703945,84325eaa7754f3e990b07b13e92eb0d85124515cdc0f4209ffcf043a06063f9d,703945,580557,822599,25.62026
643,44878,5de8c9fd208066719b7b040a66df66186e659f54e7db9dcdaf2314c3515c3ae1,44878,361666,26383,21.008432
644,111202,4831bf88233ca6c957fe908b4ff31adbb86e5bfbcea0dc597efaa6bd2066d4bd,111202,920871,851935,14.885501
645,114816,830a3977882a5c99e9ad4fc505acb3a9223f3a7b98603c4ab7936a64ce3a50d7,114816,211314,660293,27.38343
646,582057,24a7e099059dca51257a05fdb59e8c2446f210a18275ec3661f163503893b7a8,582057,755744,342177,17.498137
647,921746,4da7fbacfad9cddcb45b48698245238b3ad4274e71b93e289b6b361e512c6a8b,921746,266012,765790,22.577719
648,403552,1f7a62ed7a6d1239c1b2fe80aa09afa4a7e93d4026ed59792e2f711989ad60da,403552,127100,971779,27.105577
649,832568,be279ed745ca415e10e8cad0771e0bc5b0b1d5395f92df4861d440e5f88b60b8,832568,117175,344024,21.835472
650,107420,be61b1cd5bc4f1a67ca54e698d1dbfb9134b09f4774ffcd4e25ab39c208d1058,107420,899447,960647,24.191374
651,690910,ef37d2ca8e8918cfa5193b824b1ef01eadbbfd19dcc01b56fab77eb0067f806b,690910,659678,238843,17.796247
652,561166,b5af405b90b750ef58700d4b896696b79efd96193dc158c010d4e9349bcd4382,561166,603034,788272,16.684551
653,995500,a11cc1bcbc816acc129634ad08b331c249b1bf9df1591872d0012bed58f543f3,995500,478914,46456,15.795148
654,817176,5e798db6bbc7bc9b59b358ab22e60d9071245b087486ca2d5a0296d01fcbd0a6,817176,362219,801594,27.969269
655,828617,3ed5551524a42b4d979236ee20298f179aefbaefa75d718760f13ba12d6ee15f,828617,379962,352386,8.210191
656,869105,76df73793a0e81d0e89fe20cffe175bece3f7d78f15bb9b3ea153bc7b0624d66,869105,196836,393492,20.709297
657,360728,9f3ee410a408c886d46c8aa98501a0653e4cd01b2677061f90ba1bcf8fcd2970,360728,247665,963785,16.855501
658,786111,45b543333de43a84c7aa55653f3c4cb1fa5237bb0030c7254a0ba092e4f78b91,786111,348215,772536,13.1633
659,323138,338118cb812fd738f2ab933b93d3dedf26b613c67070ebd880c7f1ea6862bdab,323138,2297,145396,22.876019
660,954123,4f63e4088385834b7ba4ece5740e75449b7580809a568970ffe39185ed634a78,954123,892884,345866,25.87234
661,338590,4ba1380e7ef49618ab5cdcb15391cc3a1626036822e940b15725b55bd05a6cb7,338590,179612,269172,19.671247
662,168160,8d42d8f8e34553f0288bc3a791fe5934bd4cf8ea6cf01520c5e246767ab46227,168160,711932,712593,29.779156
663,363547,f3b700c8892ccdd79b8ab70d32ca1097ccc552a9eb3d77b2ad3817613fa938db,363547,801064,640004,20.19302
664,112492,4864fb5aca0cb3d213cf9783a35e8e599181f3a38fe43867827bf984961c38d2,112492,255801,824604,22.910902
665,158981,44112097d64f5edd240156e98a8228fff863deff3e475e7de2452ccd880a9f8d,158981,444258,96825,17.978067
666,860269,ba7f28c90d7e4586bfd75300c6c6401ddc9927300c74664379099ca8c9306f25,860269,184633,732419,20.099476
667,139214,6f0d8813e76469c54f86a500530723414df1caf5afab19d1bc3995133c7caf0b,139214,762590,85744,31.288843
668,58124,19ae93f7beb4a351c41bcff660e89346f24e0365d664cd464e2c757fe6253e18,58124,89687,766227,20.254126
669,896312,4981d706bd1828002db1c4b78e1d149eb9f35634443cb9e20d5d2f43f0688efa,896312,328441,40965,22.08844
670,953333,24abf3c33b537a99da4063c19c3445075d79715ba6f94d1bfb3a7b8f83f54d81,953333,770925,75172,12.807282
671,36662,1535b88a49c8bafe9e94ade8c9b1d9197f889b99e6ff469a0efb576daa1729af,36662,785434,939703,14.848675
672,118178,aece721ac7a1dab6ddb05e1480af3c6862293cc1cfa720d526a925045efbe98e,118178,485579,566002,20.170141
673,612288,e1d8672118838964c5b9ef8449ba8f3e95eb0d253c75b6fe5c4068ceaecf9c42,612288,834458,711932,19.58623
674,409605,41073e8ec59fa08083a3b400c1efef729053b88b244c659bf1e1fa8986bd2034,409605,550341,106969,27.6091
675,844047,f11ce72546c3525af64cd0a24546c299f9f6921cd197beac2c413bae8d9ef653,844047,580604,46810,23.21217
676,878207,f44eaf306d1b629e8cce5c548bbc4f9d7adee911877932fbb650a98446609b2d,878207,427043,994447,20.580135
677,467285,cbec65e34c05cad3fc38842d9b53172b0fdf3fe49215ca54df34c557fb0c5aa7,467285,554600,231529,15.377945
678,458102,33c7acee2c4f8a353445546cfc0892fce9a5367577f5c18188953b7996886d04,458102,671541,439069,26.401423
679,224915,93f2e427fab5d1cd06f6a4494c1372dfb31f5330937cadcc6df8d050d5e184dd,224915,809026,692444,22.455921
680,988627,19e03181b41c70e45c36b54d41c7fef92281abb61b5475201e4e134dd7cb16a0,988627,90913,62247,25.81769
681,278492,7678bc7658fa5963c3d34e396bd02f00549dc974f26bd90db2805d1ebd82dd9a,278492,266576,563321,4.9442573
682,524874,87b0c386026708233e539056ef85d772a2b1dd534c895737df83fb588b710c86,524874,689991,945250,24.483809
683,936084,453ba285d9f92bf4182b21e9baeec89c19b1000d7478268654fe2237088183f2,936084,767976,770106,23.035881
684,302454,42d89d12f77d1fd32230ba7b2d8cf832a98a327e695a7e088cedb5d5a0f67bf3,302454,141056,560354,15.500425
685,26867,3de7ecde591c9311b8cbf8ea37b76528a572161c5197b51d9fcad7290f0d4b1d,26867,986554,697000,21.987177
686,205258,a606771e9535d759ae7401e1a3da50f49e29e4a93e46632f021779c13d29d0ce,205258,9167,822480,23.802147
687,194006,489de6d2a010919ccbacbba3e030fc555d4dbac3cd15af3b6cddfc1bb3e91756,194006,277301,752185,24.10592
688,901012,c1dcc88e64c497d28f0caecffa545dcbe4be7e5d820f4cd6041ba68d594de583,901012,731081,542255,17.96447
689,762216,14d0ca3d62d3358fea2b7c4ee0b2211a4ca5289e9e93129efed19d9515abbb5d,762216,8907,399209,28.797235
690,372283,5be5c365c5cad510cdbfec6b1d5f9b8cde43abb6bc7e63a9d5f8863895abb1c8,372283,873820,373915,10.237321
691,998520,1a165a7a57ce5f2f8ee38cb06e1d29b3d1bf2a29ea68a633ec596c0f5c90c925,998520,457090,254355,25.882317
692,163034,1b770d72015079a5de3d372d5759737194a0a2f2d26d1f530305408b30a29be1,163034,900712,63406,16.274387
693,564832,3a3f13348ae327b671f46658ef21f6df64ccd204f4db589db9229129a7f7b038,564832,570419,201138,3.811107
694,808707,359cc41e059f487b455827d71cd93381c7504693fde3da1a9f38245ad98e27ce,808707,548019,699703,9.899926
695,170600,2f27536ad1f112d53b5efdec24400c5f74a42d49154c80d0fd703c224f773678,170600,916701,212326,41.24441
696,425357,adc8a948770d4f5f283ccf7ee5758c9530fef3dafb6d4bca6ee76a8ad893a719,425357,253195,784650,30.564825
697,767364,bcaf91805aa26c8acaf702aa70462238e18f30cd91123c18f84aa755671423a1,767364,781935,692638,21.91801
698,295847,1383d465cb66b22198b447d1cc9595925bbcd7e2741ff47c424bcddaca88fc60,295847,248873,474408,11.779022
699,705812,e46e2762f0ae8522d4b80445aad10bf03ed59f569288d1b04e46283cfd0d8c35,705812,101607,609981,24.367422
700,176549,ce3ed0a6371597fafefe3dd6ed1a16df302d4c6729099c46d6cdc3dece7e4628,176549,292458,518348,21.844597
701,855920,ccaa792daa10ec23db4c9251bbb2e0f8709b889750c2fcceb9a8a9ca32873e56,855920,289917,49600,19.80532
702,893873,b6a4cd68e98af6a7e650c05c54c3337da8ea40d16c49d18fe139eef7b1b43529,893873,532099,438136,22.633932
703,421620,7bfd6c0d4fd212fdb58511c9f0d3f94a7e8b15bd1af70e59a4726ef1517aea68,421620,194551,10165,25.244488
704,968346,595002068df3c6fb0692166e94509872f70a98f5b6017787ca40c1ed597fa02a,968346,872370,642909,23.422699
705,230566,0a4a1cff26f027c16b56c95f1728a126ba6f0a65f97ffe6055bc01f9aedeeee4,230566,358786,434047,16.156496
706,774460,c36eb0de7d16d5549d632a0ef7134503430b8d6620dc80203fc3c75fb041a49f,774460,170541,976382,18.052286
707,609957,8c418df347c18e0610887f10f6eed395728d222a0f9ae78017b76d2ee561e0ec,609957,143507,381435,17.352877
708,539571,c75e67f3170c893672042507160bb14e743d62107370617d60a6e22030af3c74,539571,582057,143765,21.930756
709,774592,65825abf74ad8b1c9a71b9d730ec63b0e2209d3b2de1155260a779f65e4dd2cd,774592,866306,877514,25.99685
710,284537,952a2da2055189d3e4eb4f6f8a780adff349fc368190e10a0f9eefa7f18da391,284537,155455,546743,29.50229
711,559884,64c1ffe18ab40cf56b65a955fa05dd99c75b3c7473e488e82955e26cfdc94db4,559884,796064,273742,24.048151
712,68975,61dad63de7b5b4942c7caa8d1133448c7afc3a83423a2c40d52267d4255e15ae,68975,459152,267017,23.052317
713,94427,2936fd100c27f49209688cd50e54de2e0e6882f9d34364a4ce8b12238f77313a,94427,942533,371425,24.910727
714,29154,33de59588f12f99a4349402aab7deb5073d1da38fd95425d37a26a46c00648f2,29154,92689,534497,22.504076
715,598191,99c423c59fdd908e5d522d7d679398785ed29d48c3e61e1b46e0427eca44534b,598191,902253,681835,15.561225
716,568534,e719e88314d65a79167a7e57591c6643b18eab4c0c3d9a7ca2c1df6704e1e8d9,568534,954123,50209,22.396399
717,107084,954a1dac9c6a63d8ec25074ad2dab84b8385f2dcb333e849e0890ba8e62695c8,107084,243680,404935,20.430122
718,664080,b113173034548a3aac2cd6d2408fb49328c876483100fb39eddc262919354fe9,664080,118260,850723,19.452093
719,991935,974d40553a8302f7ccc7ccd4819fdd193513838f6a4945df6a76772682a0f6cd,991935,115488,858964,26.078651
720,607451,0db6b2d5175cfee42bf514c98e575faedbfbd1b589a7644a690071e89a1f6471,607451,131787,161664,24.211498
721,167736,51e7149a17c0cd7219547e67278a637ae3972cd72d42e7f5af9c2195d07492d5,167736,65529,159084,24.845787
722,207627,a0c380cb87093ef677e9375978eb7545d025ed136c7c5ea082364f9f31f98d24,207627,603830,694459,22.885878
723,440133,e1bd973518859aa916c993df363142f4e9496eade0862eb1a43a52081debbc3d,440133,606835,746237,31.264902
724,85247,74c7268f58c7de3ed460f20f32930c40d18c04d7caf7b9bea3e6f9ebb839b9b6,85247,403748,866157,15.525916
725,815409,f79597047e653400676bc6d70fbebd544d9a5185b0509c077f8d94928b3b229a,815409,172773,721634,24.025444
726,192422,6ce3f686710552d330be2771de1b2c873c465e98ed0e2e188fc45c98b62318a6,192422,50441,821517,17.355478
727,861941,7b578f0986a8034bdf431a98f25f9d4baa29be21f4b940dc9b78e8cbca4f24e9,861941,925172,619372,18.299633
728,809348,c271fa3b65fca75808018d44ab20abc72a10dd8ba812fc57e115fe6ed7068852,809348,569926,857458,23.632048
729,812641,b7b99fc6ed74a5f7f40381906f63a8528b3a011f4b2982c47dc28d8506d17054,812641,552593,258543,27.988186
730,307067,4e11d66c44c72b288ed77f6156a26a9f4d900176e5176b4613d2a23a12d12ced,307067,327762,837040,22.707754
731,613829,e5ff24bb98ee4b9121ec536924aa7b3ceb3813759ee3b25efddde51270fb6944,613829,137495,560137,21.055922
732,719999,13494c03f162093172eb4781f8d0ad06675952dc4c54131f5e8abf7003d035f2,719999,922536,693383,10.650057
733,818076,1df4ccb718e6c2c06b1a5fbdffb98a219b773a78f8418030eb7fde64198a1848,818076,512347,800031,30.173727
734,698398,d6da186cfa82c2ff64659da732465150d87d5fa5d6fe03e3941681ca1c655548,698398,463644,160564,19.114471
735,55702,a9ddbc0f3768772e539d297ffbadc765e9cbdd0980c6cfa04554c0542957c1f9,55702,457046,371648,22.39446
736,448532,3dcc185f27166e4e947ebebddcc9788689d37870ef4aa52d819517d705fd61ed,448532,545253,888944,16.674738
737,573120,76423224d7845bb55c274cb4170d8233cb77cc8751fd075804a0bad19afe086e,573120,604818,991027,20.258516
738,452901,b5a315f2f4a8ab00909cb3f7104f332df198725e4342730ae386999c24a9b2a4,452901,497581,384874,18.920536
739,850213,0806331edaf729125865cdf08cad8ef21503ea0e29074c169dc2a1faf50bb165,850213,363547,472723,22.230474
740,822469,0e22cf62caa908bbf7283c569f48f69ac376bb4fe3b79db4e8d21d62e3ae285f,822469,913212,231673,21.320786
741,904650,792e8015aab24b42e898e81d60729ba430715b8c17bb091d4269a383b761cccd,904650,797122,403345,13.148217
742,187513,94e6a18d892468331c76c3e7c843f00e41b156e2423f42af905f17daa1d2d269,187513,334595,981992,21.185806
743,546322,8d6ce4a5b23ae81b3b782bc113a02f465d348dccc9f7d13722cc16780efd190c,546322,454836,207392,8.762464
744,376810,b073a142cc76af2e5c6532bf5bb56dcc4510b27c4a99e1d4d9c86f8fb566219e,376810,276824,23992,18.995897
745,648253,6ac60b241b0a0d8bbb1b6d2f4aba55e132bba37158cf27d5acdfa3cd95395ff2,648253,983846,623587,13.221165
746,414369,a5743ae13805f8de093d3582b8b71e5a155740032fe3c88b414199e7b2c5ec21,414369,4883,742755,20.87069
747,769741,3d327b115a90b937ac0c3866f2dfedfb14d5a8feb67747d44abc4e92bd0d3d4d,769741,778738,280752,21.124977
748,875112,569ad3aa55e711817ae2df513a8b30c208f770be9211aa45b3ede69cf0f003ed,875112,774643,283978,20.509075
749,452514,6eae4575db722c835a7533da3b3df06dbe03f3adda3219bbe4910db591dbfaa0,452514,352974,32085,18.277077
750,832978,f005cd6075ba7afcac90a958112e42c546dffe9c1085743c54c92f031ec6fb0c,832978,581800,77824,23.677393
751,904980,90184cdc7c1c61e967b2db0e9b21e935ee59a963cf4b7375261a853a6b68c799,904980,895548,316838,19.477388
752,415043,e7025b717daaebadff317da2b5d51ec7782a6db33b5107cb23aaa9c68adbed79,415043,713532,744132,21.28067
753,278223,9d373e0fc071b574631f4d8f3044738d9c99adbdce7fb43b42b0b11c770ead3f,278223,66494,414032,10.845551
754,630805,4e96f0011a05286826ca25f73616802ec7356f60b9b88f1f5fce6d6e6ec80f74,630805,594249,709740,16.454557
