query_id,observation_id,core,transform,lhs_substituent,rhs_substituent,lhs_index,rhs_index,lhs_group_molecules,rhs_group_molecules,molecule_pair_multiplicity,core_heavy_atoms,lhs_substituent_heavy_atoms,rhs_substituent_heavy_atoms,lhs_parent_heavy_atoms,rhs_parent_heavy_atoms,train_cores,support_tier,mismatched_transform,seed_hash,target_hash,seed_smiles,target_smiles
f6674ddbd9452bc5818c5e0c7b97578fae1373b23800d63b6f66b389763e7cb1,c0538fe43819b36652573c0786a727e72fdd48c881c71ec3b4a42eee7cd3c442,COc1ncccc1Nc1ccc([*:1])c(Cl)c1,CC(=O)N[*:1]>>CO[*:1],CC(=O)N[*:1],CO[*:1],40543,31466,1,1,1.0,16,4,2,20,18,11,10-19,CC(C)[*:1]>>c1coc(C[*:1])c1,8d18f19a725c19fc95f197dc9abdcfd2fce9a0021f1cab49f168e3bcea7cde4c,dcff214e58cb9a515a83ef03379fb99567fc0a0f7e6cb97e33182975a823d6e1,COc1ncccc1Nc1ccc(NC(C)=O)c(Cl)c1,COc1ccc(Nc2cccnc2OC)cc1Cl
1d3f0ed4a3b6c3ec7b2f191df628cce684abba556fcbdfedb5107b9ed6a22c94,cb781329f6bd8dc63cff3703c122a2bdf93ee0485b839a5f2670a6649e37495a,CC(C(=O)NC1CC(Nc2cnc(F)cn2)C1)[*:1],CC(C)(C)[*:1]>>FC(F)(F)[*:1],CC(C)(C)[*:1],FC(F)(F)[*:1],28850,15722,1,1,1.0,17,4,4,21,21,11,10-19,C1CC1C[*:1]>>CC[*:1],45a150466eb2fbfcd44b914b71461ddcad3ef993adea594f2ea6772770a2bd79,a1c415edd3339213b7a6ee6494733ffb0639e4f999f65f331c63d1cace9eebff,CC(C(=O)NC1CC(Nc2cnc(F)cn2)C1)C(C)(C)C,CC(C(=O)NC1CC(Nc2cnc(F)cn2)C1)C(F)(F)F
fb481dd29591ceee46f52ccd1d470b3997f26095c95c1ea0ce93465ae9bd2fd6,5a93da9e2f1ef8585e9400cfdcdd874e39a6f3b67f4a14819fc11f1e00f7de1a,CC(C(N)=O)N(c1ccc(F)cc1)c1nc(N)c(C(=O)c2ccc([*:1])cc2)s1,C[*:1]>>I[*:1],C[*:1],I[*:1],26648,8856,1,1,1.0,27,1,1,28,28,11,10-19,CCN[*:1]>>N[*:1],b12579f95a3c52b36f1d8881d5a226d42f3ac205d2f49fca96b47d0cd74c77cb,02571b1ca729a5806e0f1b496d9d81b671863ed4eb355ef11e68a8c2075d7bfa,Cc1ccc(C(=O)c2sc(N(c3ccc(F)cc3)C(C)C(N)=O)nc2N)cc1,CC(C(N)=O)N(c1ccc(F)cc1)c1nc(N)c(C(=O)c2ccc(I)cc2)s1
acd2735cc83ef358663d79862157bc3f3f8d978c76cc89f2a46031faafecb900,fea1e07940e54551bf4322c7cedbf0c59415f27c624fc2c50673b0fa02998acc,CCC1C(=O)NC(C)(C)C(=O)N1CC[*:1],CC[*:1]>>COCCC[*:1],CC[*:1],COCCC[*:1],40675,5003,1,1,1.0,14,2,5,16,19,11,10-19,FC(F)(F)[*:1]>>Fc1ccc([*:1])cc1,b08823149e224939a0074988f4a75599fcd3fb8a43da453bc75189e326f9283f,8a8317e4118b7aa9042f6e7a524c95b481e659bbb364e5f376a4fccb6a4a678b,CCCCN1C(=O)C(C)(C)NC(=O)C1CC,CCC1C(=O)NC(C)(C)C(=O)N1CCCCCOC
754558120aff19d32ba526e401f498b01aa7b24dd1200cacc00e88cc3d9475e1,e3c109aad5000e9d50d4c0c5933390d84a5ef85b32cb608a96d2d39fda0f3ff5,CC(C)(C(=O)NC1CC[NH+]([*:1])C1)C1CC1,CC(C)[*:1]>>CC(O)C[*:1],CC(C)[*:1],CC(O)C[*:1],13633,9043,1,1,1.0,14,3,4,17,18,11,10-19,Brc1cccc([*:1])c1>>c1ccc([*:1])cc1,2f8e58920409564538546e02ddb2919bf17c641f2986f7efd14b3b91424ef85f,cdde9684186dd2e4139f03f3c252f8e21b8dbdae859f211daf9de9dda216b50d,CC(C)[NH+]1CCC(NC(=O)C(C)(C)C2CC2)C1,CC(O)C[NH+]1CCC(NC(=O)C(C)(C)C2CC2)C1
f105b42e0f451d53fd51a699cf0f03c113cbd21c1d08dc95968b8e359412451f,c3c7f904751fe3c2dcbb04345ae1d5e3fd3ecdc348c93db6fa2ccd9ca8820e66,COc1ccc(-n2ccc(C(=O)N3CCCC([*:1])C3)n2)cc1,CC(C)O[*:1]>>F[*:1],CC(C)O[*:1],F[*:1],46950,31136,1,1,1.0,21,4,1,25,22,11,10-19,CC(C)C[*:1]>>Fc1ccccc1[*:1],05ae21d34b9978a89a674cb4499698d4b94d676e5fc77a40161c73d1fe61b33b,68ce3916d134ed47e645ae1af9504d914f8bef47560236bc5040ba11eedab1dd,COc1ccc(-n2ccc(C(=O)N3CCCC(OC(C)C)C3)n2)cc1,COc1ccc(-n2ccc(C(=O)N3CCCC(F)C3)n2)cc1
146210a1b17dd9ed6b9a2aa92bf2506591d1ff97b2385e4baee81657f2ddcd45,2244f65234a36bd5266ae8241eaee920f930f6ac0dc9d9e48b9ac2c8c2158de3,CCC1NC(=O)C(C)N([*:1])C1=O,C=CCC[*:1]>>CCC(C)[*:1],C=CCC[*:1],CCC(C)[*:1],33212,13325,1,1,1.0,11,4,4,15,15,10,10-19,CC[*:1]>>c1ccc([*:1])nc1,ee4a10f701c00cd15e17404023a31636f31dead0687a8d81e19ebaf3e062df19,9b83c83acc2faad7c002ff1a1dadcf1ccda5b35549b490abe106b8dd78755a9e,C=CCCN1C(=O)C(CC)NC(=O)C1C,CCC1NC(=O)C(C)N(C(C)CC)C1=O
f55d75d1a9928743fa01df10f563213f7b3e13eb3232e183520d50dc9564ce9c,bbe8b44866a6ca73f5e85a69d1eee21517f7a586633b8e56c50261a3808d79a7,CC(CC(=O)N1CC2COCC(C1)N2CCn1ccnc1)[*:1],COC(=O)C[*:1]>>CO[*:1],COC(=O)C[*:1],CO[*:1],43192,16744,1,1,1.0,21,5,2,26,23,10,10-19,CC(C)[*:1]>>c1ccc([*:1])nc1,de97a9fe2623bc86757dccb6daa7f155307c306a8fc2122a936e3cc041558243,9542dc0f461a0557997401afc09575dedb1d3c54a57fc135fb545537a856e353,COC(=O)CC(C)CC(=O)N1CC2COCC(C1)N2CCn1ccnc1,COC(C)CC(=O)N1CC2COCC(C1)N2CCn1ccnc1
038aaa1c36614fc54490d6bfc6c4ace5244a7463d2fd91679b5fc5689d6544bd,864ce021c9a897a7c3130a0754a70cf3825d5a26bbcff5129ddf89a7d1e5c9f1,COc1ccc(C2OCC3C4C(C(=O)N23)C4[*:1])cc1,COC[*:1]>>F[*:1],COC[*:1],F[*:1],44177,2908,1,1,1.0,18,3,1,21,19,10,10-19,CC(C)(C)[*:1]>>COCC[*:1],283c8c33636d776c0aa7b6977c06e70810fdeb7c00cbe9e8a5f873c594bc862a,9bf3ef302602b527c0976c9add7cd47ee02d77b60975b9157964676fea23dea9,COCC1C2C(=O)N3C(c4ccc(OC)cc4)OCC3C12,COc1ccc(C2OCC3C4C(F)C4C(=O)N23)cc1
230039c3627828ac2e8f0aab1b865feede183fceb79422c7a74d2818d0ac7a8d,3315126577845cca94e5acd52237e1fb3fff70daa05e317d5ebd2ec41ca0d0e9,NC1C2CCC(C2)C1C(=O)CC[*:1],CC#C[*:1]>>C[*:1],CC#C[*:1],C[*:1],37599,2187,1,1,1.0,12,3,1,15,13,10,10-19,C#C[*:1]>>CC[*:1],b1860a690f255083e0154d7f90ce1c3df0c2bfe781e7c3f3ddeb4fb1c56ee1fe,72de9cc3e4364b6077b4a176d5d05dd30970f616c5ec3177ba5ea0613eb3be01,CC#CCCC(=O)C1C2CCC(C2)C1N,CCCC(=O)C1C2CCC(C2)C1N
ee78957d4fe476aca147e691588130a8d4b5b9c8440513c7b3291d5796eacdf0,d9a42f8a7d61cc1b9e4455107730ce861785bf2d96cb6c107772f77bea0d2960,CNS(=O)(=O)c1cccc(OCC(O)CNC2COC3(CCN(S(=O)(=O)c4ccc([*:1])cc4)CC3)C2)c1,CC(=O)N[*:1]>>CCO[*:1],CC(=O)N[*:1],CCO[*:1],27132,23595,1,1,1.0,36,4,3,40,39,10,10-19,CN[*:1]>>NC[*:1],c1238cf55b68c265d171934f96cce0d1d02af646e9383a15185b3d8672b1df67,9661aab9832ed07981657f6080632b3d3fd69c8aa26eb829337e8d2cc8778739,CNS(=O)(=O)c1cccc(OCC(O)CNC2COC3(CCN(S(=O)(=O)c4ccc(NC(C)=O)cc4)CC3)C2)c1,CCOc1ccc(S(=O)(=O)N2CCC3(CC2)CC(NCC(O)COc2cccc(S(=O)(=O)NC)c2)CO3)cc1
b4cb8e94fe4625ef649f00316f78a6bec4c98e15c723b20aa82dfd2ebf5d6267,ff9a6157c2eb1c505e4dc056afe29915a10207c500e3e379482d7c0da552fb1d,CCn1c(SCC(=O)NC(C)[*:1])nnc1-c1cccc(C)c1,Fc1ccc([*:1])cc1>>N#Cc1ccc([*:1])cc1,Fc1ccc([*:1])cc1,N#Cc1ccc([*:1])cc1,23745,14212,1,1,1.0,21,7,8,28,29,10,10-19,CC(C)[*:1]>>CCC(CC)[*:1],214879b0ac1367f71450aac9e84049d11d4214e115a6f6bea20e9b851e5cbf4d,b8c472f872356d91ec147c8366c83b830b58f6caea0529811ae8a2ba815aad46,CCn1c(SCC(=O)NC(C)c2ccc(F)cc2)nnc1-c1cccc(C)c1,CCn1c(SCC(=O)NC(C)c2ccc(C#N)cc2)nnc1-c1cccc(C)c1
11e9a02ca3f6bb7a320c977cca687fae981bb47c189515fe8c0d587cf3b9f268,8b846927342149fa2445da96f29a0cb6f0ab0cefa942b209fec91d2a17b0c9db,CNC1CC2CCC(C1)N2c1cccc([*:1])c1,CC(=O)[*:1]>>N#C[*:1],CC(=O)[*:1],N#C[*:1],11765,10800,1,1,1.0,16,3,2,19,18,10,10-19,NC[*:1]>>O[*:1],b315358f60634453ca49509e12e1ff2a17175c82c2fc49809319a86cd6ca2a0d,6cbff6a6dcfd92494d81f9e8bf0aee82091aad709acab67c01209231fad579a0,CNC1CC2CCC(C1)N2c1cccc(C(C)=O)c1,CNC1CC2CCC(C1)N2c1cccc(C#N)c1
b77b55641952df9eafb36a28fa878e6775a12a417d5fd9f7136c2006818ea7d9,5dbd19345494074ae301f7eeaff9614152f1dbff87428e4c1ad38e3c6041bda1,CNS(=O)(=O)c1cccc(OCC(O)CNC2COC3(CCN(S(=O)(=O)[*:1])CC3)C2)c1,COc1ccc([*:1])cc1>>COc1cccc([*:1])c1,COc1ccc([*:1])cc1,COc1cccc([*:1])c1,48556,39051,1,1,1.0,30,8,8,38,38,10,10-19,Cc1ccccc1[*:1]>>c1ccc([*:1])cc1,684e6d7e13947d2bdef11f3df983f306c4b826ddabfc916d5a41b48c5978ab9f,80d33e3f158e364701920ec003935fc7bd4a2e3e0e9391350a99435f2ffcf9e9,CNS(=O)(=O)c1cccc(OCC(O)CNC2COC3(CCN(S(=O)(=O)c4ccc(OC)cc4)CC3)C2)c1,CNS(=O)(=O)c1cccc(OCC(O)CNC2COC3(CCN(S(=O)(=O)c4cccc(OC)c4)CC3)C2)c1
cf20b3a246c31610c8d29fa6563f697c95950815f08a64676a21334c8c498cee,1ba32213d62c5ea7157431397e3fdb72d341b5e2ae07f5cac2f0ec45bf644b57,CC1(C)C2CCC1(C)C(O)([*:1])C2,CN(C)[*:1]>>CN[*:1],CN(C)[*:1],CN[*:1],41008,41479,1,1,1.0,11,3,2,14,13,10,10-19,CC[*:1]>>CNC(=O)[*:1],88a52995eb9e75e70b5a05368cb63ea3c216121c81b5c111494ab4b9fbcf0c5b,fe8acadc5f8e0e42cc800a2661c007fd1fdcdc43fd59bcf324e3a540f3ca3ff8,CN(C)C1(O)CC2CCC1(C)C2(C)C,CNC1(O)CC2CCC1(C)C2(C)C
3967c44b10097bdfe37875df1539e089ecfe78784ebb55bf08cd334e48a65900,bfbe00ea5f6ddd1ba6e68e00d982356e783fc0045714e52527a3902d8f152124,CCNC1CC2CCC(C1)N2[*:1],Brc1ccc([*:1])cc1>>Cc1cccc([*:1])c1,Brc1ccc([*:1])cc1,Cc1cccc([*:1])c1,38133,27966,1,1,1.0,11,7,7,18,18,10,10-19,CCC(CC)[*:1]>>CC[*:1],35f7a7779c0908efef5c7ca494798b01c2d7758c75746dc042e9e865f4021d31,0c5005f748db473a669a5139e4ee190d73b31d5cc127d6ad9950b2b20391162a,CCNC1CC2CCC(C1)N2c1ccc(Br)cc1,CCNC1CC2CCC(C1)N2c1cccc(C)c1
65e58fbd34d21de24b8101f8ad3cde95b0730c269be45da9acaa11d8df21b920,09d3f9f8f8e12f361aa65be139466851a4da67b17a3f0c6bc72066fb69f127ab,Cc1ccc(Nc2cccnc2[*:1])c(C#N)c1,CC(=O)[*:1]>>C[*:1],CC(=O)[*:1],C[*:1],24242,21862,1,1,1.0,16,3,1,19,17,10,10-19,C1CC([*:1])C1>>CC(C)(C)[*:1],9eb089045f1d7764d66ea69d5fbc84cdcd3bd9b34dfc44659b2f1b300566f7f8,e82c90e8b3356cbc09b246804d90408e64826e425ee3ae5e36d1b35c48496b79,CC(=O)c1ncccc1Nc1ccc(C)cc1C#N,Cc1ccc(Nc2cccnc2C)c(C#N)c1
7f11d68c6703be7bcea70b5934855301285c373d2cb700f8621653563cb179dd,9937d4ee99ad2c5d92824f359e27fe5cda5df7c47dad5c270f4d3e20ddce9fbc,O=C(NCCC[*:1])C1CC2CCC1C2,CN[*:1]>>COC(=O)[*:1],CN[*:1],COC(=O)[*:1],43674,33123,1,1,1.0,13,2,4,15,17,10,10-19,C1CC1C[*:1]>>COCC[*:1],3fbb735c62da164a2ff0019b1376a66f27064fbbba82e0122c63640265e4b63a,f3f36fa64e72a8f8b9c261e27d9a72dc978d431ebabc723a82c0800cd58f6fd2,CNCCCNC(=O)C1CC2CCC1C2,COC(=O)CCCNC(=O)C1CC2CCC1C2
7a8f231ad1b53988801e146e0f92478c7c89b8f21f1478cf89003d5c397e6619,8c4fab55ea650f7c89a4744379d5f7a04bd226c1e21aa7734eb0cd6824860865,CC(C(=O)NC1(CNC(=O)C2CCOC2[*:1])CCC1)c1ccccc1,C=C(C)[*:1]>>CC[*:1],C=C(C)[*:1],CC[*:1],14930,34950,1,1,1.0,24,3,2,27,26,10,10-19,C#C[*:1]>>N#C[*:1],aa7adfd64ebbca778ee6c65d15d49791142bb61234fba7a69f1b10936c6ae41a,9e907cdf51166bb422405aea9c17db8866284731c63c30ae3ec020c1dfaad712,C=C(C)C1OCCC1C(=O)NCC1(NC(=O)C(C)c2ccccc2)CCC1,CCC1OCCC1C(=O)NCC1(NC(=O)C(C)c2ccccc2)CCC1
e9267e925728d0532e3aea33864e514e534de5a123a4033a996c3c028c70d0e9,f263a65687ee55ba3e8b889ad941bb859b568cec1cb0ced2a3b36e90d977be5e,Cc1nn([*:1])c(C)c1CNCC(O)c1ccccc1F,Fc1ccc([*:1])c(F)c1>>c1ccc([*:1])cc1,Fc1ccc([*:1])c(F)c1,c1ccc([*:1])cc1,5699,48067,1,1,1.0,19,8,6,27,25,10,10-19,c1ccc([*:1])cc1>>c1csc([*:1])n1,858601d15525114e29b3d41507bd6821e87736fa47822da84140b95422eee64e,f085a9c0e3b0c2cb5a80ac887813b4abf78aad95761223eb1c66e9e0ecb3fcb5,Cc1nn(-c2ccc(F)cc2F)c(C)c1CNCC(O)c1ccccc1F,Cc1nn(-c2ccccc2)c(C)c1CNCC(O)c1ccccc1F
4043438cdcc846d226b067d876cbd2194d8942f28e07b9b84773ba097bacc6d5,4eb768a3c1c3e968a5dc2124b45cecceff406a1bb8ad3d5655f12f9ab38f8e58,CC1C(=O)N2CCCC2C(=O)N1[*:1],COc1ccccc1[*:1]>>Cc1ccc([*:1])cc1,COc1ccccc1[*:1],Cc1ccc([*:1])cc1,713,6318,1,1,1.0,12,8,7,20,19,10,10-19,N#C[*:1]>>n1nc([*:1])n[nH]1,332f593cc009c82695e66ed9e5383321b1835fc689ca1dc615754b2180d7d54f,e064072c53296a24a77b001900f5e75e36c664b47e3e279916ceba243173b8db,COc1ccccc1N1C(=O)C2CCCN2C(=O)C1C,Cc1ccc(N2C(=O)C3CCCN3C(=O)C2C)cc1
a00a42fc1d4f9f2d1c20105edf83f875e899cc09486f3f516556882be0b35f30,7e72f76702d7473475c1b62dd80f16aa36fadfc5bfe36dcb1fd98c956455758f,CCC1(CC)NC(=O)C(C)N(CCC[*:1])C1=O,CC[*:1]>>CS(=O)(=O)[*:1],CC[*:1],CS(=O)(=O)[*:1],43787,7994,1,1,1.0,16,2,4,18,20,10,10-19,CC(C)[*:1]>>Fc1cccc([*:1])c1,226b93ffdb0548c9ec41401ad2b761cd7a50192e83df11af46ea5e7ebcc5ba56,22ba6fab772843848b3583c8be1a6df52b6f521b0bc5085a74f51b73a1f56ee1,CCCCCN1C(=O)C(CC)(CC)NC(=O)C1C,CCC1(CC)NC(=O)C(C)N(CCCS(C)(=O)=O)C1=O
439077e47b5d672c4f86962c543b9208b6de6f26e438b9adda35bbf062f07101,6d2df276505e0fd70b23cba249b9f7134bb27f1f55d458b1347cfe35baaf76b2,CC(C)c1nnc(C2COCCN2C(=O)[*:1])o1,CCC(C)[*:1]>>COCC(C)[*:1],CCC(C)[*:1],COCC(C)[*:1],27324,654,1,1,1.0,16,4,5,20,21,10,10-19,C1CC([*:1])C1>>C=C(C)[*:1],6018d877cf983762158166b265c79f403764cd4775d20a6d2fe11cdc2cfb710f,9a6d8ffb3d1d4c63236e62e6e75077777913b5f4287e88328df599af8a7bd792,CCC(C)C(=O)N1CCOCC1c1nnc(C(C)C)o1,COCC(C)C(=O)N1CCOCC1c1nnc(C(C)C)o1
496aa2e9b76e2e4655ca74a7488dd05bb21aecc885846e8b7f13ffcab1707d1d,679e323f7d13f3bed5be8718b9b1acd40826d9ec09513169acafd116cabeae67,O=C(CC(c1ccccc1)[*:1])OC1CC[NH+]2CCCC2C1,CC(C)(C)OC(=O)N[*:1]>>CC(C)[*:1],CC(C)(C)OC(=O)N[*:1],CC(C)[*:1],24860,48729,1,1,1.0,20,8,3,28,23,10,10-19,CC(C)C[*:1]>>FC(F)[*:1],fc7d970d63ce63845c20a521517d34410a9d943fc1e145f1417049cebf703db1,3d880977872901be638a0c8ae1aa25dba6e67bed6c93f3c05bcb7775899499fb,CC(C)(C)OC(=O)NC(CC(=O)OC1CC[NH+]2CCCC2C1)c1ccccc1,CC(C)C(CC(=O)OC1CC[NH+]2CCCC2C1)c1ccccc1
89c3a57b375a9cd82e55ed93368a41424b0727c8bfaa19dd07713d7a4ee9797f,2d995bdbd7a5287f94426526cfe62225919cf7c43dd8098216a1affa6a94f901,COc1ccncc1CC(=O)N1CCCC2C[NH+](C[*:1])CC21,C#C[*:1]>>OC[*:1],C#C[*:1],OC[*:1],24795,31395,1,1,1.0,21,2,2,23,23,10,10-19,NC(=O)[*:1]>>c1ccc(C[*:1])cc1,e834bd8bd617ea25c43a05d159ebb9b05b08f65976e275ab6270aa4114945e05,5782cfb11045363f639f31fe2c58ae450596708d66c66c5b5105493fab24eaaa,C#CC[NH+]1CC2CCCN(C(=O)Cc3cnccc3OC)C2C1,COc1ccncc1CC(=O)N1CCCC2C[NH+](CCO)CC21
92b58169babf21aa5708e6ca0f7820fa757a81ae99e2f3e59324986a8aa6bc5d,705daeb6def1282fd5105de84402ff4b4f93c32c3d7e596526b4bb128a8940c5,Cc1cc([*:1])ccc1NC(=O)C1C2C=CC(C2)C1C(=O)O,CCO[*:1]>>F[*:1],CCO[*:1],F[*:1],11808,5917,1,1,1.0,20,3,1,23,21,10,10-19,Cc1cccc([*:1])c1>>Clc1ccccc1[*:1],01da58d0a9a797d8e7c7a08b43d044980cb57f8d37f7d704f4ed47375d4fdd0a,06c90c5c71fd5b902071d98dac8177d00f3c5357826f861b99de7a64f4ee744c,CCOc1ccc(NC(=O)C2C3C=CC(C3)C2C(=O)O)c(C)c1,Cc1cc(F)ccc1NC(=O)C1C2C=CC(C2)C1C(=O)O
1a403ce7b0aac0b64e4d764b46f75836a8bb3bf26d93c9c420d69375aa1dff0b,2550ea742b45aee7c2670856e7f36794de42f178f2bc830d8513dd79ab3dac88,Cc1cc(C)nc(-n2nccc2NC(=O)C(=O)NCC[*:1])n1,C#C[*:1]>>CC(C)C[*:1],C#C[*:1],CC(C)C[*:1],19642,5605,1,1,1.0,21,2,4,23,25,10,10-19,CC(C)CC[*:1]>>C[*:1],cdae7c649be2b3280596e8a3c168619870ed9c13f26dbeb7c7bcc4bbf0e30400,70b1d7815d9c11445219f4d9ef2d4abdfe6d0d2e5df972e613ef3dddb0e9e71b,C#CCCNC(=O)C(=O)Nc1ccnn1-c1nc(C)cc(C)n1,Cc1cc(C)nc(-n2nccc2NC(=O)C(=O)NCCCC(C)C)n1
038ccaedae069073b38705e38110e7ecec9a2d4d516d0b22404762f6ce341a3b,e680c73c180d8bcd5c4e1ff96e85e92b292e4f91c15d71204b09fc4a3515bf55,Cc1cc(C(=O)N2C(C)CCCC2C)nn1[*:1],Cc1ccc([*:1])cc1>>Fc1ccc([*:1])cc1,Cc1ccc([*:1])cc1,Fc1ccc([*:1])cc1,33404,47648,1,1,1.0,16,7,7,23,23,10,10-19,C[*:1]>>Clc1ccc([*:1])cc1,71d106588e9e7032bdfe5169193b3cb50f728436c601af9c8c804c65745314bf,819cda97fa4107697887bddaf534e3d3a28ad65a22252ce219abf7e36cace1a8,Cc1ccc(-n2nc(C(=O)N3C(C)CCCC3C)cc2C)cc1,Cc1cc(C(=O)N2C(C)CCCC2C)nn1-c1ccc(F)cc1
fff020c08493bdf91ed77b6a7556bbbc07e5d56e4c950712a8550f8d27ec0c6c,d8d2b7e2daf20812aa4e8f762c2c80a231e422921bd5aa7d4f6ed287cdfd13a0,O=C(NC1CC2CCC1N2C(=O)[*:1])c1occ2c1CCOC2,CCC(C)[*:1]>>NC(=O)C[*:1],CCC(C)[*:1],NC(=O)C[*:1],24388,47793,1,1,1.0,21,4,4,25,25,10,10-19,F[*:1]>>OC[*:1],3d97c712041ba3fb6c45adcf1185b10c89a574752f9680d2b4a921d1566fbb29,f61e5a4a800663c10d675359f544ab668606d44e6b2b6e2bf41cc93cb247b099,CCC(C)C(=O)N1C2CCC1C(NC(=O)c1occ3c1CCOC3)C2,NC(=O)CC(=O)N1C2CCC1C(NC(=O)c1occ3c1CCOC3)C2
a7379570c7c407aa99f66e8aaa1cab869c959e6d77ff579a1e90f5fe0bdab3bc,c80fa71ece48bbc601c0cd596ae25a41ad779f1af42cc29d5a45715fd260b1b2,CC1=CC(=[N+]=[N-])C([*:1])C=C1,CC(=O)[*:1]>>O[*:1],CC(=O)[*:1],O[*:1],12647,17236,1,1,1.0,9,3,1,12,10,10,10-19,c1ccc([*:1])cc1>>c1coc([*:1])c1,01ed252257e9a313e149d4be8ea4efa72556c1bb1d857d0479f04cca1039966a,90596cb1d3467591ea2b1be60d62c06fb7808be14b4a70671bd47c48a9234d85,CC(=O)C1C=CC(C)=CC1=[N+]=[N-],CC1=CC(=[N+]=[N-])C(O)C=C1
0a92576dea10a3f04f98f23af790fea394829fef9f2e27602b2c32f451daad9c,86bf5ce5d709c3e761ed979dde7f56d688c6fb5c8e4b9107dd1caef08a6659d8,Cc1nc(C)c(C(=O)N2CCC3C[NH+](C[*:1])CC32)nc1C,CC(C)(C)C[*:1]>>CC(C)[*:1],CC(C)(C)C[*:1],CC(C)[*:1],15260,18639,1,1,1.0,20,5,3,25,23,10,10-19,C1CC1C[*:1]>>CC(C)(C)[*:1],3a7f75b252829edd2d3e9452b539d9e747ad10bbc5ef8e0c22a64c2117f04171,8e8e3f54f0d6b1f5d889001750bf0e51c7497f65bf61a6582dee969a3a699148,Cc1nc(C)c(C(=O)N2CCC3C[NH+](CCC(C)(C)C)CC32)nc1C,Cc1nc(C)c(C(=O)N2CCC3C[NH+](CC(C)C)CC32)nc1C
5a0766253e5fe3067a0c39621675ade69c8d790fc28484047768eb8c06662ab5,5e455be678c1b1329a7ad62b13ca85425e8c157f078730c448414cc8db0c10f7,CC([NH+]1CC2CN(C(=O)CCc3cnn(C)c3)CC2(C)C1)[*:1],CN(C)C(=O)[*:1]>>C[*:1],CN(C)C(=O)[*:1],C[*:1],48310,25540,1,1,1.0,21,5,1,26,22,10,10-19,CC(C)O[*:1]>>CC[*:1],38e51f5761a9be349bfdffdc125de3fc449aff308279d62f8b0a9d55f61f2237,2de68d4c5c64f15e2d26f00c96722f50bc2ab26c0f2a30266eed3feae55e2b30,CC(C(=O)N(C)C)[NH+]1CC2CN(C(=O)CCc3cnn(C)c3)CC2(C)C1,CC(C)[NH+]1CC2CN(C(=O)CCc3cnn(C)c3)CC2(C)C1
d6b1c7e1a84563d848e4b977fb37c37820d9613ce35e610d20a798efd8c66e11,67e658637b629a54f0b427f2b2dfc4f86f99ec51a82176159c93c16fe98a9081,O=C(Cc1ccc2c(c1)CCO2)N1CCC2CC[NH+](C[*:1])C2C1,CC[*:1]>>CNC(=O)[*:1],CC[*:1],CNC(=O)[*:1],33612,17828,1,1,1.0,22,2,4,24,26,10,10-19,CC(C)(C)[*:1]>>c1cncc([*:1])c1,82baf8b4ca420d1fa3c7a3f682d63676711b222607849fb17904f8da450b35f4,57fdc0b6dba6fa554d8e5f6a603ca92cb07e54c6c58279f5c9c63518a6a70444,CCC[NH+]1CCC2CCN(C(=O)Cc3ccc4c(c3)CCO4)CC21,CNC(=O)C[NH+]1CCC2CCN(C(=O)Cc3ccc4c(c3)CCO4)CC21
8fea6f0eacfd77cbe00acd25a1f3b9de756221ed4f745834d91bf04c9e039142,66295765cb32e4b60ffd30b5675e5fcb8e72dad092ff4e8a3f521e43ffb71f35,Cn1cccc1C(=O)N1CCC(C[NH2+]Cc2ncnn2C[*:1])C1,C[*:1]>>FC[*:1],C[*:1],FC[*:1],48028,39144,1,1,1.0,22,1,2,23,24,10,10-19,COC[*:1]>>c1csc([*:1])c1,e234f1c88da1a0526de370c54ac810f9eff646522ae7ab5a15fda4984e0870cc,75c92c5a29df3683cfa44b6f928119f39c181a3bcb403e9cade136e0f549d46b,CCn1ncnc1C[NH2+]CC1CCN(C(=O)c2cccn2C)C1,Cn1cccc1C(=O)N1CCC(C[NH2+]Cc2ncnn2CCF)C1
69e30cea6d34a8e67efe3c892a414231863e8faff7d4b88b9abde961093d8ed8,f4ff85415d11f1a55b918806873a75028c867b8fdc9078dabe9f283a97b61e98,CCC(C)C1C(=O)NC(C(C)C)C(=O)N1[*:1],COCC(C)[*:1]>>C[*:1],COCC(C)[*:1],C[*:1],43394,45205,1,1,1.0,15,5,1,20,16,10,10-19,C1CC([*:1])CO1>>C1CC1[*:1],9db86fcf1ae60510a22f8ec885845a5b47f0876307196467b426178ec6bca83a,1b61177b50e9f088fe521ea15a5cc83e3a18d01bddaede3e2d3d374bfa9db311,CCC(C)C1C(=O)NC(C(C)C)C(=O)N1C(C)COC,CCC(C)C1C(=O)NC(C(C)C)C(=O)N1C
