query_position,target_hash,target_smiles,decoded_smiles_raw__correct_embedding,decoded_smiles_raw__shuffled_embedding,decoded_smiles_raw__wrong_molecule_embedding,decoded_smiles_raw__zero_embedding,decoded_canonical_smiles__correct_embedding,decoded_canonical_smiles__shuffled_embedding,decoded_canonical_smiles__wrong_molecule_embedding,decoded_canonical_smiles__zero_embedding,exact_canonical_reconstruction__correct_embedding,exact_canonical_reconstruction__shuffled_embedding,exact_canonical_reconstruction__wrong_molecule_embedding,exact_canonical_reconstruction__zero_embedding,molecular_identity_recovery__correct_embedding,molecular_identity_recovery__shuffled_embedding,molecular_identity_recovery__wrong_molecule_embedding,molecular_identity_recovery__zero_embedding,morgan_similarity_to_target__correct_embedding,morgan_similarity_to_target__shuffled_embedding,morgan_similarity_to_target__wrong_molecule_embedding,morgan_similarity_to_target__zero_embedding,condition_source_smiles__correct_embedding,condition_source_smiles__shuffled_embedding,condition_source_smiles__wrong_molecule_embedding,condition_source_smiles__zero_embedding,condition_source_identity_recovery__correct_embedding,condition_source_identity_recovery__shuffled_embedding,condition_source_identity_recovery__wrong_molecule_embedding,condition_source_identity_recovery__zero_embedding
3407,1e925a3182d04c52db16bc9f07275fba64b904c6d049d9e7f1128b890a830882,COc1ccccc1CC(=O)NC1CCN(C2CCNC2=O)CC1,COc1ccccc1CC(=O)NC1CCN(C2CCNC2=O)CC1,Nc1nc2nc3c(ncn3n2)n(Cc2ccc(O)c(O)c2)c1nc1ccco1,O=C(CC1CCC1)NC1CN(CC(=O)N2CCc3ccccc32)CC1O,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,COc1ccccc1CC(=O)NC1CCN(C2CCNC2=O)CC1,,O=C(CC1CCC1)NC1CN(CC(=O)N2CCc3ccccc32)CC1O,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2222222222222222,0.16666666666666666,COc1ccccc1CC(=O)NC1CCN(C2CCNC2=O)CC1,Nc1nc2nn(-c3ccco3)nc2c2nc(CCc3ccc(O)c(O)c3)nn12,O=C(CC1CCC1)NC1CN(CC(=O)N2CCc3ccccc32)CC1O,,1.0,0.0,1.0,
9644,e97de4de415928f9dfe507c52f764165c3eedaaee32385502eecdee7e1ac6bd6,CC(C)C(NCCSc1ccc(F)cc1F)c1nc(C2CC2)no1,CC(C)C(NCCSc1ccc(F)cc1F)c1nc(C2CC2)no1,Cn1cnc(C=CC(=O)NC2C(C)(C)C2(C)C)c1,CSc1cc(F)ccc1NCc1nnc(C2CC2)o1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CC(C)C(NCCSc1ccc(F)cc1F)c1nc(C2CC2)no1,Cn1cnc(C=CC(=O)NC2C(C)(C)C2(C)C)c1,CSc1cc(F)ccc1NCc1nnc(C2CC2)o1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07407407407407407,0.2876712328767123,0.1744186046511628,CC(C)C(NCCSc1ccc(F)cc1F)c1nc(C2CC2)no1,Cn1cnc(C=CC(=O)NC2C(C)(C)C2(C)C)c1,CSc1cc(F)ccc1NCc1nnc(C2CC2)o1,,1.0,1.0,1.0,
5859,3e4a56197917a9ed6b2579b640a2f00b7b784baeb9ebd265bb3a3d0e0adb08fe,CC(C)CCN(CCC(C)(NC1CC1)C(=O)O)C1CC1,CC(C)CCN(CCC(C)(NC1CC1)C(=O)O)C1CC1,CCn1nc(C)c(CC(=O)NC2(C)CC[NH+](CCCF)C2)c1C,CCCCN(CCC(NC1CC1)C(=O)O)C1CC1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CC(C)CCN(CCC(C)(NC1CC1)C(=O)O)C1CC1,CCn1nc(C)c(CC(=O)NC2(C)CC[NH+](CCCF)C2)c1C,CCCCN(CCC(NC1CC1)C(=O)O)C1CC1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,0.4230769230769231,0.14285714285714285,CC(C)CCN(CCC(C)(NC1CC1)C(=O)O)C1CC1,CCn1nc(C)c(CC(=O)NC2(C)CC[NH+](CCCF)C2)c1C,CCCCN(CCC(NC1CC1)C(=O)O)C1CC1,,1.0,1.0,1.0,
8521,b322039f8343bfe5670fea2c8275732ae58bb3f487c0fd9f5445367a1979f780,CN(C)C(CNC(=O)C(=O)NCc1nnn(C)n1)c1cccs1,CN(C)C(CNC(=O)C(=O)NCc1nnn(C)n1)c1cccs1,C#CCNS(=O)(=O)N1CCN(CC(=O)N(C)CC(=O)Nc2cccc(OC)c2)CC1,COC(=O)C(C)(Cn1cccn1)NC(=O)c1nnc(C)s1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CN(C)C(CNC(=O)C(=O)NCc1nnn(C)n1)c1cccs1,C#CCNS(=O)(=O)N1CCN(CC(=O)N(C)CC(=O)Nc2cccc(OC)c2)CC1,COC(=O)C(C)(Cn1cccn1)NC(=O)c1nnc(C)s1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.16455696202531644,0.15476190476190477,CN(C)C(CNC(=O)C(=O)NCc1nnn(C)n1)c1cccs1,C#CCNS(=O)(=O)N1CCN(CC(=O)N(C)CC(=O)Nc2cccc(OC)c2)CC1,COC(=O)C(C)(Cn1cccn1)NC(=O)c1nnc(C)s1,,1.0,1.0,1.0,
8413,0f2595e8ad60238809bd7b62938d167f82d3b735be2ad74177c04e7db6fc1f0b,CC1CC(C[NH2+]CCCNC(=O)c2ccc(C3CC3)s2)CCO1,CC1CC(C[NH2+]CCCNC(=O)c2ccc(C3CC3)s2)CCO1,Cc1cc(NC(=O)c2c(C)c(C(=O)C(=O)NC3CCC(O)(C)CC3)n(C3CC3)c2C)ccc1F,CCC1CC(CC(=O)NCC[NH2+]Cc2sccc2Cl)CCO1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CC1CC(C[NH2+]CCCNC(=O)c2ccc(C3CC3)s2)CCO1,Cc1cc(NC(=O)c2c(C)c(C(=O)C(=O)NC3CCC(C)(O)CC3)n(C3CC3)c2C)ccc1F,CCC1CC(CC(=O)NCC[NH2+]Cc2sccc2Cl)CCO1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12631578947368421,0.32051282051282054,0.13793103448275862,CC1CC(C[NH2+]CCCNC(=O)c2ccc(C3CC3)s2)CCO1,Cc1cc(NC(=O)c2c(C)c(C(=O)C(=O)NC3(C)CCC(O)CC3)n(C)c2C2CC2)ccc1F,CCC1CC(CC(=O)NCC[NH2+]Cc2sccc2Cl)CCO1,,1.0,0.0,1.0,
1380,74e2a45c8a1f0e48b9ab26eeabbb4687a0b1a803a2044cbbeed853983e3ef96a,O=C(CN1CCCC1C(=O)NCc1ccccc1)NC1CCCC1,O=C(CN1CCCC1C(=O)NCc1ccccc1)NC1CCCC1,CC1C[NH+](Cc2ccc(C3CC3)cc2)CC1CNC(=O)C12COCC1C2,CC(NC(=O)NC1CCN(C(=O)Cc2ccccc2)C1)C1CCCCO1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,O=C(CN1CCCC1C(=O)NCc1ccccc1)NC1CCCC1,CC1C[NH+](Cc2ccc(C3CC3)cc2)CC1CNC(=O)C12COCC1C2,CC(NC(=O)NC1CCN(C(=O)Cc2ccccc2)C1)C1CCCCO1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.15853658536585366,0.2972972972972973,0.32857142857142857,O=C(CN1CCCC1C(=O)NCc1ccccc1)NC1CCCC1,CC1C[NH+](Cc2ccc(C3CC3)cc2)CC1CNC(=O)C12COCC1C2,CC(NC(=O)NC1CCN(C(=O)Cc2ccccc2)C1)C1CCCCO1,,1.0,1.0,1.0,
5491,3f086bc46562ad2bbc934ef3d8ca57bccaa57bdc2989629d671e322e6ccdcb91,Cc1ccc2[nH]c(C3CCN(C(=O)CCl)CC3)c(C)c2c1,Cc1ccc2[nH]c(C3CCN(C(=O)CCl)CC3)c(C)c2c1,CCC(C(=O)NCC[NH+](Cc1cnn(C(C)(C)C)c1)C1CC1)OC,CCCCC(=O)N1CCC(c2cc3cc(Cl)ccc3[nH]2)CC1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,Cc1ccc2[nH]c(C3CCN(C(=O)CCl)CC3)c(C)c2c1,CCC(OC)C(=O)NCC[NH+](Cc1cnn(C(C)(C)C)c1)C1CC1,CCCCC(=O)N1CCC(c2cc3cc(Cl)ccc3[nH]2)CC1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.14457831325301204,0.390625,0.1625,Cc1ccc2[nH]c(C3CCN(C(=O)CCl)CC3)c(C)c2c1,CCC(OC)C(=O)NCC[NH+](Cc1cnn(C(C)(C)C)c1)C1CC1,CCCCC(=O)N1CCC(c2cc3cc(Cl)ccc3[nH]2)CC1,,1.0,1.0,1.0,
6566,dab9012ff39cfb8cf707a8cca7b4e799756aa780dd2ef291b46b8e42e08f50ca,CC(C)C(O)C(C)(C)CNC(=O)C12CCC(CC1)C2,CC(C)C(O)C(C)(C)CNC(=O)C12CCC(CC1)C2,CC(=O)NC1=NC(c2ccccn2)=NC12CCCCC2,CC(CC(C)(C)O)NC(=O)C12CCC(CC1)C2,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CC(C)C(O)C(C)(C)CNC(=O)C12CCC(CC1)C2,CC(=O)NC1=NC(c2ccccn2)=NC12CCCCC2,CC(CC(C)(C)O)NC(=O)C12CCC(CC1)C2,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1323529411764706,0.5333333333333333,0.1780821917808219,CC(C)C(O)C(C)(C)CNC(=O)C12CCC(CC1)C2,CC(=O)NC1=NC(c2ccccn2)=NC12CCCCC2,CC(CC(C)(C)O)NC(=O)C12CCC(CC1)C2,,1.0,1.0,1.0,
8924,11a9c0daa0e52625191cc13bbea1ac388ed6dc4c0dfbd7787d0c8f6a2aa573e5,Cc1nn(C)cc1C(=O)NC(C)C1CN(Cc2ccsc2)C1,Cc1nn(C)cc1C(=O)NC(C)C1CN(Cc2ccsc2)C1,O=C(Nc1cccc(S(=O)(=O)N2CCOCC2)c1)C1CC12CCCC2,CCc1c(C(=O)NC(C)C2CN(Cc3ccsc3)C2)cnn1C,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,Cc1nn(C)cc1C(=O)NC(C)C1CN(Cc2ccsc2)C1,O=C(Nc1cccc(S(=O)(=O)N2CCOCC2)c1)C1CC12CCCC2,CCc1c(C(=O)NC(C)C2CN(Cc3ccsc3)C2)cnn1C,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12790697674418605,0.6612903225806451,0.17647058823529413,Cc1nn(C)cc1C(=O)NC(C)C1CN(Cc2ccsc2)C1,O=C(Nc1cccc(S(=O)(=O)N2CCOCC2)c1)C1CC12CCCC2,CCc1c(C(=O)NC(C)C2CN(Cc3ccsc3)C2)cnn1C,,1.0,1.0,1.0,
3133,b7fa4ea7d85db7cd6bbe8363e43f43484959bc9ad86f68d6c865b3c39226d608,O=C(Cn1nnc2ccccc21)NN1C(=O)CSC1c1ccc(Cl)cc1,O=C(Cn1nnc2ccccc21)NN1C(=O)CSC1c1ccc(Cl)cc1,CCc1ccc(O)cc1NC(=O)Nc1ccc2c(c1)NC(=O)CC2,O=C(Cn1nnc2ccccc21)NN1C(=O)CSC1c1ccc(Br)cc1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,O=C(Cn1nnc2ccccc21)NN1C(=O)CSC1c1ccc(Cl)cc1,CCc1ccc(O)cc1NC(=O)Nc1ccc2c(c1)NC(=O)CC2,O=C(Cn1nnc2ccccc21)NN1C(=O)CSC1c1ccc(Br)cc1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.11363636363636363,0.8245614035087719,0.12087912087912088,O=C(Cn1nnc2ccccc21)NN1C(=O)CSC1c1ccc(Cl)cc1,CCc1cc(O)ccc1NC(=O)Nc1ccc2c(c1)NC(=O)CC2,O=C(Cn1nnc2ccccc21)NN1C(=O)CSC1c1ccc(Br)cc1,,1.0,0.0,1.0,
7899,d6d72b2d2fbd008a96465e464fb73bee38b420574d4d0ecc4e73b48348437ba4,CC(C)(C)NC(=O)c1ccc(Nc2ccc(Br)nc2)cc1,CC(C)(C)NC(=O)c1ccc(Nc2ccc(Br)nc2)cc1,O=S(=O)(CC1CCC1)Oc1ccc(Br)cc1Cl,CC(C)(C)NC(=O)c1ccc(Nc2ccccc2Br)cn1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CC(C)(C)NC(=O)c1ccc(Nc2ccc(Br)nc2)cc1,O=S(=O)(CC1CCC1)Oc1ccc(Br)cc1Cl,CC(C)(C)NC(=O)c1ccc(Nc2ccccc2Br)cn1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09230769230769231,0.5102040816326531,0.14864864864864866,CC(C)(C)NC(=O)c1ccc(Nc2ccc(Br)nc2)cc1,O=S(=O)(CC1CCC1)Oc1ccc(Br)cc1Cl,CC(C)(C)NC(=O)c1ccc(Nc2ccccc2Br)cn1,,1.0,1.0,1.0,
2542,c1ebd26c0b26fdeb8a21c46ea61b0cd6e49fb6423f057bd71ca46f7c1fe3aa2d,O=S(=O)(NCCc1ccc(Br)s1)C1CCNC1,O=S(=O)(NCCc1ccc(Br)s1)C1CCNC1,O=C(CSc1ccc([N+](=O)[O-])cc1)N1CCC2C[NH2+]CC2CC1,CNCc1csc(S(=O)(=O)NCC2CC2)c1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,O=S(=O)(NCCc1ccc(Br)s1)C1CCNC1,O=C(CSc1ccc([N+](=O)[O-])cc1)N1CCC2C[NH2+]CC2CC1,CNCc1csc(S(=O)(=O)NCC2CC2)c1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.10810810810810811,0.1875,0.0975609756097561,O=S(=O)(NCCc1ccc(Br)s1)C1CCNC1,O=C(CSc1ccc([N+](=O)[O-])cc1)N1CCC2C[NH2+]CC2CC1,CNCc1cc(S(=O)(=O)NCC2CC2)cs1,,1.0,1.0,0.0,
8190,da97f5648c9112e96e6f5e609b66950d9eff7bd419556da849199a9480d70b2d,COc1cncc(C(=O)NC2CCCCC2OC)n1,COc1cncc(C(=O)NC2CCCCC2OC)n1,CC1CCN(C(=O)OC2CCOC2)CCO1,CCSC1CCCCC1NC(=O)c1cncc(OC)n1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,COc1cncc(C(=O)NC2CCCCC2OC)n1,CC1CCN(C(=O)OC2CCOC2)CCO1,CCSC1CCCCC1NC(=O)c1cncc(OC)n1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.11940298507462686,0.6666666666666666,0.18421052631578946,COc1cncc(C(=O)NC2CCCCC2OC)n1,CC1CCN(C(=O)OC2CCOC2)CCO1,CCSC1CCCCC1NC(=O)c1cncc(OC)n1,,1.0,1.0,1.0,
8957,d53251efc0ec02032627eb6d3ef0ba2ba58b666721b8a9a4880e781eac46e0af,O=C1CC2CC1C(C(=O)N(CCc1ccccn1)Cc1ccncc1)C2,O=C(C1CC2CC(=O)C1C2)N(CCc1ccccn1)Cc1ccncc1,COC1CCC(CCCNC(=O)NC2CC2C(C)C)CC1,O=C(C1CCC1c1ccccc1)N1CC(F)(CNCc2ncccn2)C1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,O=C1CC2CC1C(C(=O)N(CCc1ccccn1)Cc1ccncc1)C2,COC1CCC(CCCNC(=O)NC2CC2C(C)C)CC1,O=C(C1CCC1c1ccccc1)N1CC(F)(CNCc2ncccn2)C1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.08235294117647059,0.22784810126582278,0.1348314606741573,O=C1CC2CC1C(C(=O)N(CCc1ccccn1)Cc1ccncc1)C2,COC1CCC(CCNC(=O)NC2CC2CC(C)C)CC1,O=C(N1CC(NCc2ncccn2)C(c2ccccc2)C1)C1(CCF)CC1,,1.0,0.0,0.0,
9818,589bb9ddbe784a94c699be2f40ae4ae6059423af456151ea8322f9478ca59061,CCN(C(=O)c1c[n-]c2cc(OC)ccc2c1=O)C(C)C,CCN(C(=O)c1c[n-]c2cc(OC)ccc2c1=O)C(C)C,CC(OC(=O)c1cc2c(s1)CCC2)C(=O)Nc1sccc1C#N,COCC(C)N(C)C(=O)c1c[n-]c2cc(OC)ccc2c1=O,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CCN(C(=O)c1c[n-]c2cc(OC)ccc2c1=O)C(C)C,CC(OC(=O)c1cc2c(s1)CCC2)C(=O)Nc1sccc1C#N,COCC(C)N(C)C(=O)c1c[n-]c2cc(OC)ccc2c1=O,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12941176470588237,0.6666666666666666,0.13253012048192772,CCN(C(=O)c1c[n-]c2cc(OC)ccc2c1=O)C(C)C,CC(OC(=O)c1cc2c(s1)CCC2)C(=O)Nc1sccc1C#N,COCC(C)N(C)C(=O)c1c[n-]c2cc(OC)ccc2c1=O,,1.0,1.0,1.0,
7212,3d480e3e8d97b67379e8e2383d271dc82091a0bbba4b61bdc0bfaff1212ef0bc,CC(C)c1cc(C(=O)N(C)CC2CC[NH+]2CCCF)nn1C,CC(C)c1cc(C(=O)N(C)CC2CC[NH+]2CCCF)nn1C,N#CC1(CCCl)CC2CCC1C2,Cc1cn(C)nc1C(=O)N(C)CC1CC[NH+]1CCC(C)F,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CC(C)c1cc(C(=O)N(C)CC2CC[NH+]2CCCF)nn1C,N#CC1(CCCl)CC2CCC1C2,Cc1cn(C)nc1C(=O)N(C)CC1CC[NH+]1CCC(C)F,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0684931506849315,0.5,0.19047619047619047,CC(C)c1cc(C(=O)N(C)CC2CC[NH+]2CCCF)nn1C,N#CC1(CCCl)CC2CCC1C2,Cc1cn(C)nc1C(=O)N(C)CC1CC[NH+]1CCC(C)F,,1.0,1.0,1.0,
110,790193d8769b6fcaf350c2517438baf3591ad2f8ce50de3b7fff16d016196857,CCc1cnccc1C(=O)NCC1CN(CCO)CCO1,CCc1cnccc1C(=O)NCC1CN(CCO)CCO1,C[NH+](CC(=O)[N-]S(=O)(=O)c1cnc2n1CCC2)C1CCSC1,CCCc1cc(C(=O)NCC2CN(CC(C)O)CCO2)ccn1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CCc1cnccc1C(=O)NCC1CN(CCO)CCO1,C[NH+](CC(=O)[N-]S(=O)(=O)c1cnc2n1CCC2)C1CCSC1,CCCc1cc(C(=O)NCC2CN(CC(C)O)CCO2)ccn1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.17045454545454544,0.4383561643835616,0.17647058823529413,CCc1cnccc1C(=O)NCC1CN(CCO)CCO1,C[NH+](CC(=O)[N-]S(=O)(=O)c1cnc2n1CCC2)C1CCSC1,CCCc1cc(C(=O)NCC2CN(CC(C)O)CCO2)ccn1,,1.0,1.0,1.0,
9245,15f5b18eac3395e927b47bd8c52379d3716b177d7e62e0c1f3fe1c356eed654d,C[NH+]1CCCCC1C(=O)N1CCOCC1C1CCCCC1=O,C[NH+]1CCCCC1C(=O)N1CCOCC1C1CCCCC1=O,Cc1cn2nc(N3CCCO3)sc2n1,CCC[NH+]1CCCC(C(=O)N2CCOC(C3CCCO3)C2)C1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,C[NH+]1CCCCC1C(=O)N1CCOCC1C1CCCCC1=O,Cc1cn2nc(N3CCCO3)sc2n1,CCC[NH+]1CCCC(C(=O)N2CCOC(C3CCCO3)C2)C1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.12857142857142856,0.2,0.14457831325301204,C[NH+]1CCCCC1C(=O)N1CCOCC1C1CCCCC1=O,Cc1cn2nc(N3CCCO3)sc2n1,CCC[NH+]1CCCC(C(=O)N2CCOC(C3CCCO3)C2)C1,,1.0,1.0,1.0,
3892,ea03732535305d4f8041e12e1106e87dd8e64268a1e1a4cc46df17f419bee271,O=c1[nH]c2ccc(F)cc2c(=O)n1C1CCN(S(=O)(=O)c2ccc3c(c2)CCO3)CC1,O=c1[nH]c2ccc(F)cc2c(=O)n1C1CCN(S(=O)(=O)c2ccc3c(c2)CCO3)CC1,COC(C)CN1C(=O)CNC(=O)C1C,Cc1cc(F)ccc1S(=O)(=O)N1CCCc2cc(-c3nn[nH]n3)ccc21,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,O=c1[nH]c2ccc(F)cc2c(=O)n1C1CCN(S(=O)(=O)c2ccc3c(c2)CCO3)CC1,COC(C)CN1C(=O)CNC(=O)C1C,Cc1cc(F)ccc1S(=O)(=O)N1CCCc2cc(-c3nn[nH]n3)ccc21,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.08536585365853659,0.2087912087912088,0.12631578947368421,O=c1[nH]c2ccc(F)cc2c(=O)n1C1CCN(S(=O)(=O)c2ccc3c(c2)CCO3)CC1,COC(C)CN1CC(=O)NC(C)C1=O,Cc1cc(-c2nn[nH]n2)ccc1S(=O)(=O)N1CCCc2ccc(F)cc21,,1.0,0.0,0.0,
1411,51017abc20cf2f9319c11f5b490c13912e3d234f2582bc66a1bd8576d15be8d5,CN1CC(=O)N(CC(=O)NC(C)(C)CC2CCCCCC2)C1=O,CN1CC(=O)N(CC(=O)NC(C)(C)CC2CCCCCC2)C1=O,COc1ccc(CN2CCN(C(=O)c3cnccn3)CC2)cc1F,COC(=O)C(CNC(=O)CN1C(=O)CN(C)C1=O)C1CCCCCC1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CN1CC(=O)N(CC(=O)NC(C)(C)CC2CCCCCC2)C1=O,COc1ccc(CN2CCN(C(=O)c3cnccn3)CC2)cc1F,COC(=O)C(CNC(=O)CN1C(=O)CN(C)C1=O)C1CCCCCC1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0975609756097561,0.5087719298245614,0.16666666666666666,CN1CC(=O)N(CC(=O)NC(C)(C)CC2CCCCCC2)C1=O,COc1ccc(CN2CCN(C(=O)c3cnccn3)CC2)cc1F,COC(=O)C(CNC(=O)CN1C(=O)CN(C)C1=O)C1CCCCCC1,,1.0,1.0,1.0,
3696,a02919c546fbeba080a0e8da1611a8df278ade062369ce78690dab99a1c07e8c,CCC=CCC[NH+]1CC2CCCC2(NC(=O)CCN2CCCC2=O)C1,CCC=CCC[NH+]1CC2CCCC2(NC(=O)CCN2CCCC2=O)C1,CCSCCC(C)NC(=O)Nc1cc(C)nn1-c1nc(C)cc(C)n1,C=CCC[NH+]1CC2CCCC2(NC(=O)CCN2CCCC2=O)C1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CCC=CCC[NH+]1CC2CCCC2(NC(=O)CCN2CCCC2=O)C1,CCSCCC(C)NC(=O)Nc1cc(C)nn1-c1nc(C)cc(C)n1,C=CCC[NH+]1CC2CCCC2(NC(=O)CCN2CCCC2=O)C1,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.10638297872340426,0.7903225806451613,0.13829787234042554,CCC=CCC[NH+]1CC2CCCC2(NC(=O)CCN2CCCC2=O)C1,CCSCCC(C)NC(=O)Nc1cc(C)nn1-c1nc(C)cc(C)n1,C=CCC[NH+]1CC2CCCC2(NC(=O)CCN2CCCC2=O)C1,,1.0,1.0,1.0,
9424,426fac8a1a141be7d16d9ad549d4341d98cdfa11e1f9b7ff892e4d1d00f75aa4,CC(C)(C)OC(=O)C(C)(C)CCNC(=O)c1cnn2c1NCCC2,CC(C)(C)OC(=O)C(C)(C)CCNC(=O)c1cnn2c1NCCC2,CC(C(=O)NC1C[NH+](CCO)CC1C)c1cnn(C)c1,CCCCC(CNC(=O)OC(C)(C)C)NC(=O)c1cnn2c1NCCC2,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,CC(C)(C)OC(=O)C(C)(C)CCNC(=O)c1cnn2c1NCCC2,CC(C(=O)NC1C[NH+](CCO)CC1C)c1cnn(C)c1,CCCCC(CNC(=O)OC(C)(C)C)NC(=O)c1cnn2c1NCCC2,CC(C)N1CCCC1C(=O)NCc1cnc(C(=O)[O-])c(F)c1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1728395061728395,0.5588235294117647,0.17857142857142858,CC(C)(C)OC(=O)C(C)(C)CCNC(=O)c1cnn2c1NCCC2,CC(C(=O)NC1C[NH+](CCO)CC1C)c1cnn(C)c1,CCCCC(CNC(=O)OC(C)(C)C)NC(=O)c1cnn2c1NCCC2,,1.0,1.0,1.0,
