query_id,pair_id,core,transform,lhs_index,rhs_index,lhs_hash,rhs_hash,lhs_substituent,rhs_substituent,lhs_parent_heavy_atoms,rhs_parent_heavy_atoms,seed_hash,target_hash,seed_smiles,target_smiles
34a57b40b47a5a175cd389536e33f166b59585c3b801cf58f747a45e0965bb0d,4a50f9709d2e044ced359cf95ede6abd7b876f38b3615555b7ab0abb3236b3ac,Nc1nc(Nc2ccccc2F)sc1C(=O)c1ccc([*:1])cc1,CO[*:1]>>F[*:1],19941,35333,46043b6b7fac402e16ed07cc9e21122e045f8b85e3479e0bae7462b65b41615d,8e9dcd27ac57e2ce770a9f09d997c3304a3c32f970c7fa8fb9292233f5400629,CO[*:1],F[*:1],24,23,46043b6b7fac402e16ed07cc9e21122e045f8b85e3479e0bae7462b65b41615d,8e9dcd27ac57e2ce770a9f09d997c3304a3c32f970c7fa8fb9292233f5400629,COc1ccc(C(=O)c2sc(Nc3ccccc3F)nc2N)cc1,Nc1nc(Nc2ccccc2F)sc1C(=O)c1ccc(F)cc1
1d33027b7659f9ffa5ee2da59dbd899ff38a1265142fec39a0963737218e430f,723ec160f355be9173fb40f591a07fe141511ae539a2e394b90690b1eee9bba8,CN(CC(C#N)(N[*:1])c1ccccc1)C1CCCC1,CCC[*:1]>>CC[*:1],37918,28712,81032c5a87ef88df8bc169158c36d0daf62e12ef8b59f7fa37b203f963c54ea4,caab361bd7a4defd872a1ba20a6801e38a6b742b08e8b070a9b0306cd07efb10,CCC[*:1],CC[*:1],21,20,81032c5a87ef88df8bc169158c36d0daf62e12ef8b59f7fa37b203f963c54ea4,caab361bd7a4defd872a1ba20a6801e38a6b742b08e8b070a9b0306cd07efb10,CCCNC(C#N)(CN(C)C1CCCC1)c1ccccc1,CCNC(C#N)(CN(C)C1CCCC1)c1ccccc1
77b9652ad228792c7b86d530959cb8b59c2e8b7583a5432f18e153d45cc7aba4,aafa9e00d5505c40167e96eab7ea016c10d450f9fcb3ec9b3f30e637bb7610d2,Cc1cc(C[NH+]2CCC(n3nccc3C)CC2)cc([*:1])c1F,C[*:1]>>F[*:1],543,22115,b4b1ebe834edad3c0eccc7ed48a57ec8590da7c39290b17a091afa9bece3aa63,b148d73d577192433ca63c73b5b392e2e38150eef56e8678fc7bf01323d018fd,C[*:1],F[*:1],22,22,b4b1ebe834edad3c0eccc7ed48a57ec8590da7c39290b17a091afa9bece3aa63,b148d73d577192433ca63c73b5b392e2e38150eef56e8678fc7bf01323d018fd,Cc1cc(C[NH+]2CCC(n3nccc3C)CC2)cc(C)c1F,Cc1cc(C[NH+]2CCC(n3nccc3C)CC2)cc(F)c1F
cad8e827859654356a13380187844e9c2b17b99ac9bbffdafcfa7fc0475ba236,656ca4d8d7d7462931f5f3e05718c758ff84619e00b72daaacb2e1be3efb2b74,CC(C[*:1])C(=O)N1CCC1CNC(=O)c1snnc1C1CC1,CC[*:1]>>C[*:1],8527,40521,42fdd2355cdcd55d14ef21eebce6f506aab67322e4ef3407f3d055c8c458459a,f78d8e270524bcd874048b8fd286fcdda2bcf77cc99fc0060bbedad124a57a6c,CC[*:1],C[*:1],23,22,42fdd2355cdcd55d14ef21eebce6f506aab67322e4ef3407f3d055c8c458459a,f78d8e270524bcd874048b8fd286fcdda2bcf77cc99fc0060bbedad124a57a6c,CCCC(C)C(=O)N1CCC1CNC(=O)c1snnc1C1CC1,CCC(C)C(=O)N1CCC1CNC(=O)c1snnc1C1CC1
2968027de166db075185e9988652663cada6b345d126e031c863e0493498de75,d2a43500d7de94f47f986eb3f7f2c9cb5bcf6e3ccbaea9766df9e38734640c16,CC1CN(C(=O)[*:1])CCC1NC(=O)c1cn[nH]c1,COc1cccc([*:1])c1>>Fc1ccc([*:1])cc1,29437,23763,6d58d53bc30e89be73844d6c5bbb8dfdd444add142df34a8e8145262ab666904,32a4bc9831aef3612b1417f87da2f2ec46b4c0f18c45ec7be9cac7d184473205,COc1cccc([*:1])c1,Fc1ccc([*:1])cc1,25,24,6d58d53bc30e89be73844d6c5bbb8dfdd444add142df34a8e8145262ab666904,32a4bc9831aef3612b1417f87da2f2ec46b4c0f18c45ec7be9cac7d184473205,COc1cccc(C(=O)N2CCC(NC(=O)c3cn[nH]c3)C(C)C2)c1,CC1CN(C(=O)c2ccc(F)cc2)CCC1NC(=O)c1cn[nH]c1
65cd7d6f58f7fab512f53578dbc150f0cb84620d44e502a7f50702e280dd8155,d479eeb5d7d5cdb99256c15f3639f2d01316973b5bc3b1cebc76e08a2d7bbac2,CN(c1cnc(C[*:1])cn1)C1CCC1,CCCN[*:1]>>N[*:1],8186,31011,1457ed91fadc8fd03bbbf088647732b3601fc412d81559ada3c5d8d569c6be4f,8607265da5d73bb63a5d20f73654ad5c9f2145987d5fd26645aca6012d855782,CCCN[*:1],N[*:1],17,14,1457ed91fadc8fd03bbbf088647732b3601fc412d81559ada3c5d8d569c6be4f,8607265da5d73bb63a5d20f73654ad5c9f2145987d5fd26645aca6012d855782,CCCNCc1cnc(N(C)C2CCC2)cn1,CN(c1cnc(CN)cn1)C1CCC1
dbfa76d551742cce9cd774927a917b333bff114e471a82eefee15a00a5b578ea,f148e2117f39ba3dc73d82b986f24719163872dfb8913da94517c0417d154b3e,COc1cc(C(=O)NNC(=S)Nc2cccc(C)c2C)ccc1O[*:1],CCCC[*:1]>>C[*:1],28903,49491,7ae8392e796c153362263fb764a3b8dc6860cd730319b4743a15414779bc5a5e,3e54dd678ab3c390c42882eb5097cdf85888eac0ff2581dd531653054b97d30a,CCCC[*:1],C[*:1],28,25,7ae8392e796c153362263fb764a3b8dc6860cd730319b4743a15414779bc5a5e,3e54dd678ab3c390c42882eb5097cdf85888eac0ff2581dd531653054b97d30a,CCCCOc1ccc(C(=O)NNC(=S)Nc2cccc(C)c2C)cc1OC,COc1ccc(C(=O)NNC(=S)Nc2cccc(C)c2C)cc1OC
56330d46986864a16d2fd01d7e0fb0319b8fe61799250fcffe210676172f8829,429a4d334ddf450d42c7dbd4d41273c774aeba7fc06d7a457dbc98d78ebf0396,CC1(C)CC([NH2+]C(C2CC2)[*:1])CCO1,CC(C)[*:1]>>COC[*:1],26478,35658,b2bb2774f052a9ed170693a43433ba4168d0dd4eebbe3f29546a1c6b650b62c1,4860d53dbc1546f1ec1a6a4e81c81514404dc7d6384f6c12abfc9e095a355b3c,CC(C)[*:1],COC[*:1],16,16,b2bb2774f052a9ed170693a43433ba4168d0dd4eebbe3f29546a1c6b650b62c1,4860d53dbc1546f1ec1a6a4e81c81514404dc7d6384f6c12abfc9e095a355b3c,CC(C)C([NH2+]C1CCOC(C)(C)C1)C1CC1,COCC([NH2+]C1CCOC(C)(C)C1)C1CC1
78e54064c7f738761954bc2ad5724f7248ba5eaa7e0055f3a669451f4c080c30,a90241ca61efc09173f0038de2bc2de160750876736b4f186374aad1527b4b3f,CCCC(C)N1C(=O)C(C)(CC)NC(=O)C1[*:1],CC(C)[*:1]>>CCC[*:1],48453,14056,55b1365babe24c75843b51abd709a5ecb234a6d60d2b1567ad6d1e983e0b9c7e,ba71710c48587929549647df1d8ee8d49ad492cde2a8478c342513e814c3e51e,CC(C)[*:1],CCC[*:1],19,19,55b1365babe24c75843b51abd709a5ecb234a6d60d2b1567ad6d1e983e0b9c7e,ba71710c48587929549647df1d8ee8d49ad492cde2a8478c342513e814c3e51e,CCCC(C)N1C(=O)C(C)(CC)NC(=O)C1C(C)C,CCCC(C)N1C(=O)C(C)(CC)NC(=O)C1CCC
975223454536b5bfde77f5d28416918f6979b5e360abf6c5dc9d709fb33c9224,7dd2211850a72518ff5e7f4ce73d2f6618d5f59f84cf79b6162e9a50b9907f4a,COC(=O)C1C(O)CCCN1C(=O)c1ccn(-c2cccc([*:1])c2)n1,N#C[*:1]>>O=[N+]([O-])[*:1],44121,42993,a98c7f0f34b64b0dedc29079f434e892a6189aa7f809eca00b6df925ab2309c6,08271ea19d279559f0f54ed6439df8cad1fe33e25e68ed7b7691eb8400478b2d,N#C[*:1],O=[N+]([O-])[*:1],26,27,a98c7f0f34b64b0dedc29079f434e892a6189aa7f809eca00b6df925ab2309c6,08271ea19d279559f0f54ed6439df8cad1fe33e25e68ed7b7691eb8400478b2d,COC(=O)C1C(O)CCCN1C(=O)c1ccn(-c2cccc(C#N)c2)n1,COC(=O)C1C(O)CCCN1C(=O)c1ccn(-c2cccc([N+](=O)[O-])c2)n1
7a44ff8133d8035ac4ee9a5ff53a0f6b8b8c0eb7d66e559080383d003dcb351f,c3d1b104fab0e950324f5b803dc521193d5e98b619146e2080881ad253ca937f,Fc1cnc(-n2ccc([*:1])n2)nc1,C[*:1]>>O=C(O)[*:1],2732,12741,c8217fdcdd30ee13d0aed047d515f4bb2c61ba4c934c5945e8e44cf276b5d091,f64acf1ccf876594709ba58d29030673ee4857270d9b50ad2f02aac268dfded9,C[*:1],O=C(O)[*:1],13,15,c8217fdcdd30ee13d0aed047d515f4bb2c61ba4c934c5945e8e44cf276b5d091,f64acf1ccf876594709ba58d29030673ee4857270d9b50ad2f02aac268dfded9,Cc1ccn(-c2ncc(F)cn2)n1,O=C(O)c1ccn(-c2ncc(F)cn2)n1
6bb4718b1bdb7571efcc4090bac9c42ad9c364e2bfe3b819821c7bc0e5db02a1,37038e269885e718a2b0b0d7aaca659cfc2b91b21936262c8a523b757eaccc84,O=C(NNC(=S)Nc1ccccc1)c1ccc([*:1])c(Br)c1,CO[*:1]>>C[*:1],6490,33350,2c1ef4d907e5f63026e2ae8d950dfc950ef1c41b998ed3090051823df2bd211e,5af8f414a952e791cbe8c73339f1d5b3eda970900576d4c55fdca34199982d40,CO[*:1],C[*:1],22,21,2c1ef4d907e5f63026e2ae8d950dfc950ef1c41b998ed3090051823df2bd211e,5af8f414a952e791cbe8c73339f1d5b3eda970900576d4c55fdca34199982d40,COc1ccc(C(=O)NNC(=S)Nc2ccccc2)cc1Br,Cc1ccc(C(=O)NNC(=S)Nc2ccccc2)cc1Br
c70d89bbbb43ee2d2cd057db77c153d2f809cda92e2d0a81b00cefc78337a88d,724843fa6fb68a0aea3e2183d61fa476de586e531cbbac97a2fc99d9b3d9d277,CC1C(=O)NC([*:1])C(=O)N1CCS(=O)(=O)C(C)(C)C,CCC[*:1]>>C[*:1],26837,11674,ec84851bb2dedf74a96b88605ee5d9939394fa5357e09a79ec3b2761810dcc50,67c497c163aa952326ba87f0f6deb957b00bfb4e7dd5e6384fea383628e24161,CCC[*:1],C[*:1],21,19,ec84851bb2dedf74a96b88605ee5d9939394fa5357e09a79ec3b2761810dcc50,67c497c163aa952326ba87f0f6deb957b00bfb4e7dd5e6384fea383628e24161,CCCC1NC(=O)C(C)N(CCS(=O)(=O)C(C)(C)C)C1=O,CC1NC(=O)C(C)N(CCS(=O)(=O)C(C)(C)C)C1=O
6db05f4f5609512f679910b3af4d34399a766d50473a4cd698d5749d4f806396,5cd143cf6c18796290292d354385507156a0e069fab93854abfeb5ead65d2c50,O=C(NCCN(C(=O)C12COCC1C2)[*:1])C12CCC[NH+](CC1)C2,C[*:1]>>OCC[*:1],8443,22759,5e59253b5827608315ab3d90f8b3b3fa4ecc343dcea08a0e14ca193699749d29,f6d59dcba916769e5fa6c42265f5930cafe05c77377d0b74ba24fca6e9279875,C[*:1],OCC[*:1],23,25,5e59253b5827608315ab3d90f8b3b3fa4ecc343dcea08a0e14ca193699749d29,f6d59dcba916769e5fa6c42265f5930cafe05c77377d0b74ba24fca6e9279875,CN(CCNC(=O)C12CCC[NH+](CC1)C2)C(=O)C12COCC1C2,O=C(NCCN(CCO)C(=O)C12COCC1C2)C12CCC[NH+](CC1)C2
c47cda006e3b6960e98aa66839698392181bfbbef940aab4fd5c0f9e90ffe821,79735c88a6b2cc56ca8d8a9ed48ff320db370f483f26c98cd1382351398c0923,CCC1(C)NC(=O)C(CC)(CC)N([*:1])C1=O,CCCC[*:1]>>CCC[*:1],32091,41028,fdb5d8160a85e62e34e8b6e8dba619564fc1486756f18fdba17c5c094822e505,91af9e390ed7c1b8340bdfa0a4dee904078025cfb32bc7e9a0e16a3760588bf1,CCCC[*:1],CCC[*:1],19,18,fdb5d8160a85e62e34e8b6e8dba619564fc1486756f18fdba17c5c094822e505,91af9e390ed7c1b8340bdfa0a4dee904078025cfb32bc7e9a0e16a3760588bf1,CCCCN1C(=O)C(C)(CC)NC(=O)C1(CC)CC,CCCN1C(=O)C(C)(CC)NC(=O)C1(CC)CC
2c278f9a74cf140d09e3141ee5afd82b5bbfa5ee4759de2019a0d5fa744a97a6,bdaf0b2f57b254cfff901daaca436f92c1f71fe1b1a183ca329adce6f56d373d,CC(C[*:1])N1CC(=O)NC(C(C)(C)C)C1=O,C=C[*:1]>>COC[*:1],8456,13741,822fb00fd5a0f69fc8aa2ecd7b0578d534ac99621cf2f1ec6b0eed4a3a70a032,6c83062d97f0ce5c307ef5d322fb30a7259996d035e033c408c5f136a74fe645,C=C[*:1],COC[*:1],17,18,822fb00fd5a0f69fc8aa2ecd7b0578d534ac99621cf2f1ec6b0eed4a3a70a032,6c83062d97f0ce5c307ef5d322fb30a7259996d035e033c408c5f136a74fe645,C=CCC(C)N1CC(=O)NC(C(C)(C)C)C1=O,COCCC(C)N1CC(=O)NC(C(C)(C)C)C1=O
519735b4adfa6dbd78430d7bb6cb06b4324f212645873f302d5a905c015c8b4e,08afd9284125475d9683341d2754e1b4007ec3cf7be5194ed466ae60f5c8d53a,CC(Cc1ccccc1[*:1])NC(=O)C[NH2+]CC1CCCO1,C[*:1]>>Cl[*:1],15654,17403,779ae9a1c4f8b6e23bf8a79367a2a12b52f571219e00957046ee7a5d6b86ec55,86bb3fc6c7fd7c5c5e9d9b65435179c9f620fa6702c6d25795177e57ddaaede0,C[*:1],Cl[*:1],21,21,779ae9a1c4f8b6e23bf8a79367a2a12b52f571219e00957046ee7a5d6b86ec55,86bb3fc6c7fd7c5c5e9d9b65435179c9f620fa6702c6d25795177e57ddaaede0,Cc1ccccc1CC(C)NC(=O)C[NH2+]CC1CCCO1,CC(Cc1ccccc1Cl)NC(=O)C[NH2+]CC1CCCO1
525b9cfcef53a136ced0f45664dd5ad99009676c5d5a4ff1b1a03efc85ff25a5,af9e1fbd18690088ef7984d91752ce1769c1159e6bfe1a15077c0f2029cb1f4a,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)sc1C(=O)c1ccc([*:1])cc1,CO[*:1]>>O=C(O)[*:1],34459,40002,47f0af28e3528834458cce611a27de7946e41efa35ecfc9f7a04fe81ce608d15,b82215608695c451fb61dd7cb0a71d2a1c9696243872dc34a6a66ec1ed9dc098,CO[*:1],O=C(O)[*:1],27,28,47f0af28e3528834458cce611a27de7946e41efa35ecfc9f7a04fe81ce608d15,b82215608695c451fb61dd7cb0a71d2a1c9696243872dc34a6a66ec1ed9dc098,COc1ccc(C(=O)c2sc(Nc3ccc(S(N)(=O)=O)cc3)nc2N)cc1,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)sc1C(=O)c1ccc(C(=O)O)cc1
9e2ac62f4aac92be06042b86d696a030e61ad76f51c34c4310033195916d0134,a66255f6671c88e54c78e36dbbee93e2e2c9c7122ffde620eafdf4a4cdf5fe5e,CC(NC(=O)N1CCCC(N2CCOCC2)CC1)[*:1],C[*:1]>>FC(F)(F)[*:1],16752,11210,7271863648540b966f2fdafdcb1c822900c088b359093693b08014b105a7d430,65006ed8dff4f5b1ee86cfd961971bed43803b0eb67b64df4a34e2e4fe3050d7,C[*:1],FC(F)(F)[*:1],19,22,7271863648540b966f2fdafdcb1c822900c088b359093693b08014b105a7d430,65006ed8dff4f5b1ee86cfd961971bed43803b0eb67b64df4a34e2e4fe3050d7,CC(C)NC(=O)N1CCCC(N2CCOCC2)CC1,CC(NC(=O)N1CCCC(N2CCOCC2)CC1)C(F)(F)F
fd2c3a1644bb23f63079ff84d2a6c3dbfbbeebc39fdabe41fe502eb953f8a275,d15db83f0c25597443b970d85535ec025468bc4708a5f16f618e24a431a12ccf,Cc1c(CC(=O)NC2CC[NH+](CC[*:1])C2C)cnn1C,CO[*:1]>>F[*:1],48574,6792,0b2ca9676f4d7db6fa81efee99e9f041115e017dc0bb7de74dde93bc7f6f2b24,083bb861be76138a028c9b79b7376cb82b745cf4cdc79c7536e5bf9fd3b0adc3,CO[*:1],F[*:1],21,20,0b2ca9676f4d7db6fa81efee99e9f041115e017dc0bb7de74dde93bc7f6f2b24,083bb861be76138a028c9b79b7376cb82b745cf4cdc79c7536e5bf9fd3b0adc3,COCC[NH+]1CCC(NC(=O)Cc2cnn(C)c2C)C1C,Cc1c(CC(=O)NC2CC[NH+](CCF)C2C)cnn1C
62486c2422cf7946f71ed5d4d1fb996427a6a828feef49838023a105cf58a5f3,712122c1ad9264a043dc221bbfd30d7208e8f9f7311c85f26fc62e0f0d5d580b,Fc1cc(C(N[*:1])C2=CCCC2)ccc1Br,CCC[*:1]>>CC[*:1],25758,39255,652ddd23776ab26c60f2960a9f5d7d1433b844b7e04659b18d3a33b33aff169c,d59d75405371ae51191d8e6547942d88c81e18be8192992017ac7b1ca7bd7779,CCC[*:1],CC[*:1],18,17,652ddd23776ab26c60f2960a9f5d7d1433b844b7e04659b18d3a33b33aff169c,d59d75405371ae51191d8e6547942d88c81e18be8192992017ac7b1ca7bd7779,CCCNC(C1=CCCC1)c1ccc(Br)c(F)c1,CCNC(C1=CCCC1)c1ccc(Br)c(F)c1
13c48021747b86eaa08dfd67409982607a6f89a7c993280f9ac40fd23e58f59e,ad635df79dace6b0f65a8fe6e40889f06c0ae765ea5f9d9e25bdc3c10941b26d,CN(CC1CCCN1C(=O)c1cnco1)C(=O)c1ccccc1[*:1],C[*:1]>>F[*:1],33369,47422,5e1237c03cfd3d1d5fe8833f90bd6c4a27d57bb361bb91afa48d1c25cdd31e79,dcdb6f7d04b187d2f0e4ada66cc3df10ac606e9fcb922ae8c663295d310a4747,C[*:1],F[*:1],24,24,5e1237c03cfd3d1d5fe8833f90bd6c4a27d57bb361bb91afa48d1c25cdd31e79,dcdb6f7d04b187d2f0e4ada66cc3df10ac606e9fcb922ae8c663295d310a4747,Cc1ccccc1C(=O)N(C)CC1CCCN1C(=O)c1cnco1,CN(CC1CCCN1C(=O)c1cnco1)C(=O)c1ccccc1F
0dcba79bb70e7b7ea1f01ac79fa3318a84e10f17084a6feae1285d047799332f,c2c2ba1895fa7e0e553f93351a3fe9ce1253d91d5375158886d43b753ed46fbd,OCCCN1CCN(c2cc([*:1])nc(-c3ccccn3)n2)CC1,CC[*:1]>>C[*:1],3329,15342,c020446a511bc868fed4d3d03e4b1caf942b1bb1556eb083aab83bd53b1838f7,81cb6616147e9ff95bda7534b17db923bab46429e45c8bbe2f39f5a09879eabe,CC[*:1],C[*:1],24,23,c020446a511bc868fed4d3d03e4b1caf942b1bb1556eb083aab83bd53b1838f7,81cb6616147e9ff95bda7534b17db923bab46429e45c8bbe2f39f5a09879eabe,CCc1cc(N2CCN(CCCO)CC2)nc(-c2ccccn2)n1,Cc1cc(N2CCN(CCCO)CC2)nc(-c2ccccn2)n1
8986b1c4c364ebff8840a33a8954a6f137c62f934307b3f287f8f03c912207f8,f8bb666947b0a51501d17a6fe8c98df37b978cf260389fa3caa2ce59c8eeb831,Cc1ncc(C(=O)N2CC(O)CC2[*:1])[nH]1,COc1cccc([*:1])c1>>Fc1ccc([*:1])cc1,24968,27316,955604571557b5d2f96929f5eb7795fa9e332bf9b5554d487d2f2d582dc9265c,401f707a024e0c2b257a91a59613e922177347d5dd705051ce22c9aa8527d815,COc1cccc([*:1])c1,Fc1ccc([*:1])cc1,22,21,955604571557b5d2f96929f5eb7795fa9e332bf9b5554d487d2f2d582dc9265c,401f707a024e0c2b257a91a59613e922177347d5dd705051ce22c9aa8527d815,COc1cccc(C2CC(O)CN2C(=O)c2cnc(C)[nH]2)c1,Cc1ncc(C(=O)N2CC(O)CC2c2ccc(F)cc2)[nH]1
c043a78981c8c46fa8b66a20907941f7baf5306e10bfdb556d6bd959fee91179,247adb8b810350fa1e89ff66baef3d68320a0bd0c2b73074dc25d7f4079c0e3d,O=C(NC1CC(CNC(=O)[*:1])C1)c1n[nH]c2c1CCCC2,CCCC[*:1]>>C[*:1],20660,44444,5a94731e49211d0a33d8ee454e69e2be2bc219a725ffb0d91f941e9469effcba,3f3beee60a829ae1a620e0d142b9b926391de2322928d6c8723f71ba39682cb4,CCCC[*:1],C[*:1],24,21,5a94731e49211d0a33d8ee454e69e2be2bc219a725ffb0d91f941e9469effcba,3f3beee60a829ae1a620e0d142b9b926391de2322928d6c8723f71ba39682cb4,CCCCC(=O)NCC1CC(NC(=O)c2n[nH]c3c2CCCC3)C1,CC(=O)NCC1CC(NC(=O)c2n[nH]c3c2CCCC3)C1
ef294d763aed67ecc9c71c9b7c7c3c6e9e5a6a03027bc7f31d6351b529f6f67d,0f77e521e068a12e57d530aefa3cb4b8c5491ee3f455e8970d7b5c55bdd3377e,NC1C2CCC(C2)C1C(=O)NCC[*:1],CC(C)[*:1]>>COC[*:1],6236,29970,a83c914ebd6d91ba72b44c03894e0d99c86372128d6bdd0230136f11b09b0176,86c04f870e8d7b07ab65a9209868ebb405d0c3329a050c04f9814f25061e2fa5,CC(C)[*:1],COC[*:1],16,16,a83c914ebd6d91ba72b44c03894e0d99c86372128d6bdd0230136f11b09b0176,86c04f870e8d7b07ab65a9209868ebb405d0c3329a050c04f9814f25061e2fa5,CC(C)CCNC(=O)C1C2CCC(C2)C1N,COCCCNC(=O)C1C2CCC(C2)C1N
a0b92d9c58e8600b47ae4cd63158a99e2df235beda6ffad07b4241da15d5e4d8,79e9eca8da5b4fc9b0131fef860a0a2ad404d4791c9edc017ac10a35ea04bec8,O=C(NC1C[NH+](CC[*:1])CC1O)c1ccc(F)c2occc12,CC(C)[*:1]>>CCC[*:1],2304,43706,a17aa7bcbf8e31306e469741a49048133f46b879c96220104880e0719c971c9c,0d85025a78a56fa496099d694ebd08b82c3d7f5d278eb8e7f69242ad586ec691,CC(C)[*:1],CCC[*:1],24,24,a17aa7bcbf8e31306e469741a49048133f46b879c96220104880e0719c971c9c,0d85025a78a56fa496099d694ebd08b82c3d7f5d278eb8e7f69242ad586ec691,CC(C)CC[NH+]1CC(O)C(NC(=O)c2ccc(F)c3occc23)C1,CCCCC[NH+]1CC(O)C(NC(=O)c2ccc(F)c3occc23)C1
1f381fe55047400015d3afc64712ef2b3ca42185fd8be5a72c9e7ce4f03d5e9a,13612257629cd4cda28c7527f9ad8315148de9a9e2af684155df0dc99620a07f,CC(C)OC1CCCN(C(=O)c2ccn(-c3cccc([*:1])c3)n2)C1,N#C[*:1]>>O=[N+]([O-])[*:1],13312,41949,ff7984bb5a01b4eed1219cbf5b8a08844e72e139b9a120faac66a36dc52a5659,89cc89a459d28140c1c06e3924165d72f8cb506f699403681b903ab8bf9b113e,N#C[*:1],O=[N+]([O-])[*:1],25,26,ff7984bb5a01b4eed1219cbf5b8a08844e72e139b9a120faac66a36dc52a5659,89cc89a459d28140c1c06e3924165d72f8cb506f699403681b903ab8bf9b113e,CC(C)OC1CCCN(C(=O)c2ccn(-c3cccc(C#N)c3)n2)C1,CC(C)OC1CCCN(C(=O)c2ccn(-c3cccc([N+](=O)[O-])c3)n2)C1
c2ae2bce698671d32f2e759ea7a58338f93879dfbac41b546f612176ad0833b8,73186f7bd55dc3ee58545ba9d02b699009677afdbcd62ab425d927cbe3b83ea1,CC1(OC(=O)C(C)(C)[*:1])CC2CCC1C2,C[*:1]>>O=C(O)[*:1],13893,43454,9ef2708b43c632a8953fb4f270547f0f96a00b8b87a11cfd71ee7f4767887881,5a93ca05a2d1b7e7043024734633ed44b9ce75d9c991a39d67fc12b5e6ee7fa0,C[*:1],O=C(O)[*:1],15,17,9ef2708b43c632a8953fb4f270547f0f96a00b8b87a11cfd71ee7f4767887881,5a93ca05a2d1b7e7043024734633ed44b9ce75d9c991a39d67fc12b5e6ee7fa0,CC(C)(C)C(=O)OC1(C)CC2CCC1C2,CC(C)(C(=O)O)C(=O)OC1(C)CC2CCC1C2
3331cb4f0451a6ccef18e1223cc9d17623472b5d014218ac83d57737b737e241,326f66b645b56316938746f4891f8275b5f11e534b47687c1af6eaf4bc3bca0c,C[NH+](CC1CC1)CC1CCN(C(=O)NC(C[*:1])C2CC2)C1,CO[*:1]>>C[*:1],4411,39890,8b178d5c7b40c94a139e931213618ae3c175206dbf4af09c1106be1a8d43eec8,d5c732698971be3e3f5fae6cb26dac943de9936775b954233601d0ef6d294f66,CO[*:1],C[*:1],22,21,8b178d5c7b40c94a139e931213618ae3c175206dbf4af09c1106be1a8d43eec8,d5c732698971be3e3f5fae6cb26dac943de9936775b954233601d0ef6d294f66,COCC(NC(=O)N1CCC(C[NH+](C)CC2CC2)C1)C1CC1,CCC(NC(=O)N1CCC(C[NH+](C)CC2CC2)C1)C1CC1
79db794324f783635eccd86652b7ebbfb8f95ad7c6ba711494c69986c69eab16,435d0cc1349ca99157d372ccc1c3af2a805b69ed332bd93e23a973339d8821b2,Cc1ccc(CN(C(=O)CSc2nnc(-c3ccc(C)cc3)n2N)[*:1])cc1,CCC[*:1]>>C[*:1],45081,45928,b77ee22ea25fd69c3576134b8c1fda295aaecf7f0416c481be9efcc008ad9937,0d52bf6731711ab47a0acaba202a5cb7ab4b8a5f210a24288b658333302edec2,CCC[*:1],C[*:1],29,27,b77ee22ea25fd69c3576134b8c1fda295aaecf7f0416c481be9efcc008ad9937,0d52bf6731711ab47a0acaba202a5cb7ab4b8a5f210a24288b658333302edec2,CCCN(Cc1ccc(C)cc1)C(=O)CSc1nnc(-c2ccc(C)cc2)n1N,Cc1ccc(CN(C)C(=O)CSc2nnc(-c3ccc(C)cc3)n2N)cc1
5354032c32f2268c1ed429d94def3ba81d4cf9a64ff315c01afec9ffb872a4f7,f6ac5c40630a7ab8dc6efc8b4c7da1bd0181425997ff6d31466e873b25d1348e,CC(C)(C)OC(=O)N1CCC(CNCc2cn([*:1])nn2)C1,C[*:1]>>OCC[*:1],42357,36965,e2a561e526aa394d5a8a67a54ab5f1d2b6ebd0d9aefdec54ea6a3b89a95d75aa,5b957480d9ea28d8145aea600525924e88ef66249e5b0c824891f315c3d09b9e,C[*:1],OCC[*:1],21,23,e2a561e526aa394d5a8a67a54ab5f1d2b6ebd0d9aefdec54ea6a3b89a95d75aa,5b957480d9ea28d8145aea600525924e88ef66249e5b0c824891f315c3d09b9e,Cn1cc(CNCC2CCN(C(=O)OC(C)(C)C)C2)nn1,CC(C)(C)OC(=O)N1CCC(CNCc2cn(CCO)nn2)C1
e5ab486ca2086a51fdca2b87bde94375a2977e9cf6badb46a0650630040b55be,afd32280b7fd9c63ca7046a802a271c209781c161dfa0fae2990dfe2d0069e14,Fc1ccc(C#CC2CCC([*:1])CC2)cn1,CCCC[*:1]>>CCC[*:1],10263,30953,4b522287dc8d0d560b670079ad1c5fdef2cd0ffac959ebf54528f55b4435eee9,09485f0850ebc90f50d9fc85c02e809984b1b4a12e12ffa61193a8a6efe8bfd5,CCCC[*:1],CCC[*:1],19,18,4b522287dc8d0d560b670079ad1c5fdef2cd0ffac959ebf54528f55b4435eee9,09485f0850ebc90f50d9fc85c02e809984b1b4a12e12ffa61193a8a6efe8bfd5,CCCCC1CCC(C#Cc2ccc(F)nc2)CC1,CCCC1CCC(C#Cc2ccc(F)nc2)CC1
